"거래구분별(1)","투자자별(1)","투자자별(2)",시점,데이터
"거래량","총거래량","매도 (천주)",2018.07,21250262
"거래량","총거래량","매도 (천주)",2018.08,19313383
"거래량","총거래량","매도 (천주)",2018.09,16396914
"거래량","총거래량","매도 (천주)",2018.10,18793796
"거래량","총거래량","매도 (천주)",2018.11,19624972
"거래량","총거래량","매도 (천주)",2018.12,19172177
"거래량","총거래량","매도 (천주)",2019.01,24481262
"거래량","총거래량","매도 (천주)",2019.02,20620284
"거래량","총거래량","매도 (천주)",2019.03,22039093
"거래량","총거래량","매도 (천주)",2019.04,28251771
"거래량","총거래량","매도 (천주)",2019.05,28517389
"거래량","총거래량","매도 (천주)",2019.06,27518381
"거래량","총거래량","매도 (천주)",2019.07,30048260
"거래량","총거래량","매도 (천주)",2019.08,26494537
"거래량","총거래량","매도 (천주)",2019.09,23862990
"거래량","총거래량","매도 (천주)",2019.10,27542129
"거래량","총거래량","매도 (천주)",2019.11,32394370
"거래량","총거래량","매도 (천주)",2019.12,26969890
"거래량","총거래량","매도 (천주)",2020.01,33249799
"거래량","총거래량","매도 (천주)",2020.02,39635839
"거래량","총거래량","매도 (천주)",2020.03,47668576
"거래량","총거래량","매도 (천주)",2020.04,56251736
"거래량","총거래량","매도 (천주)",2020.05,47250311
"거래량","총거래량","매도 (천주)",2020.06,50843738
"거래량","총거래량","매도 (천주)",2020.07,50502904
"거래량","총거래량","매도 (천주)",2020.08,52524516
"거래량","총거래량","매도 (천주)",2020.09,62437348
"거래량","총거래량","매도 (천주)",2020.10,52326816
"거래량","총거래량","매도 (천주)",2020.11,66189099
"거래량","총거래량","매도 (천주)",2020.12,67951569
"거래량","총거래량","매도 (천주)",2021.01,67951529
"거래량","총거래량","매도 (천주)",2021.02,82455515
"거래량","총거래량","매도 (천주)",2021.03,81763038
"거래량","총거래량","매도 (천주)",2021.04,86579634
"거래량","총거래량","매도 (천주)",2021.05,48120692
"거래량","총거래량","매도 (천주)",2021.06,73623495
"거래량","총거래량","매도 (천주)",2021.07,58052931
"거래량","총거래량","매도 (천주)",2021.08,40827608
"거래량","총거래량","매도 (천주)",2021.09,38795740
"거래량","총거래량","매도 (천주)",2021.10,38865248
"거래량","총거래량","매도 (천주)",2021.11,40392519
"거래량","총거래량","매도 (천주)",2021.12,35928354
"거래량","총거래량","매도 (천주)",2022.01,35281683
"거래량","총거래량","매도 (천주)",2022.02,29224975
"거래량","총거래량","매도 (천주)",2022.03,40757322
"거래량","총거래량","매도 (천주)",2022.04,49538550
"거래량","총거래량","매도 (천주)",2022.05,40752416
"거래량","총거래량","매도 (천주)",2022.06,33858461
"거래량","총거래량","매도 (천주)",2022.07,25227454
"거래량","총거래량","매도 (천주)",2022.08,28346912
"거래량","총거래량","매도 (천주)",2022.09,26228462
"거래량","총거래량","매도 (천주)",2022.10,30017716
"거래량","총거래량","매도 (천주)",2022.11,32991530
"거래량","총거래량","매도 (천주)",2022.12,28665431
"거래량","총거래량","매도 (천주)",2023.01,30417032
"거래량","총거래량","매도 (천주)",2023.02,33022969
"거래량","총거래량","매도 (천주)",2023.03,36390971
"거래량","총거래량","매도 (천주)",2023.04,48546613
"거래량","총거래량","매도 (천주)",2023.05,39248643
"거래량","총거래량","매도 (천주)",2023.06,36654582
"거래량","총거래량","매도 (천주)",2023.07,32828451
"거래량","총거래량","매도 (천주)",2023.08,38038401
"거래량","총거래량","매도 (천주)",2023.09,27803750
"거래량","총거래량","매도 (천주)",2023.10,26667899
"거래량","총거래량","매도 (천주)",2023.11,27965267
"거래량","총거래량","매도 (천주)",2023.12,28394849
"거래량","총거래량","매도 (천주)",2024.01,38902056
"거래량","총거래량","매도 (천주)",2024.02,32840754
"거래량","총거래량","매도 (천주)",2024.03,32051396
"거래량","총거래량","매도 (천주)",2024.04,29681283
"거래량","총거래량","매도 (천주)",2024.05,30260189
"거래량","총거래량","매도 (천주)",2024.06,28779284
"거래량","총거래량","매수 (천주)",2018.07,21250262
"거래량","총거래량","매수 (천주)",2018.08,19313383
"거래량","총거래량","매수 (천주)",2018.09,16396914
"거래량","총거래량","매수 (천주)",2018.10,18793796
"거래량","총거래량","매수 (천주)",2018.11,19624972
"거래량","총거래량","매수 (천주)",2018.12,19172177
"거래량","총거래량","매수 (천주)",2019.01,24481262
"거래량","총거래량","매수 (천주)",2019.02,20620284
"거래량","총거래량","매수 (천주)",2019.03,22039093
"거래량","총거래량","매수 (천주)",2019.04,28251771
"거래량","총거래량","매수 (천주)",2019.05,28517389
"거래량","총거래량","매수 (천주)",2019.06,27518381
"거래량","총거래량","매수 (천주)",2019.07,30048260
"거래량","총거래량","매수 (천주)",2019.08,26494537
"거래량","총거래량","매수 (천주)",2019.09,23862990
"거래량","총거래량","매수 (천주)",2019.10,27542129
"거래량","총거래량","매수 (천주)",2019.11,32394370
"거래량","총거래량","매수 (천주)",2019.12,26969890
"거래량","총거래량","매수 (천주)",2020.01,33249799
"거래량","총거래량","매수 (천주)",2020.02,39635839
"거래량","총거래량","매수 (천주)",2020.03,47668576
"거래량","총거래량","매수 (천주)",2020.04,56251736
"거래량","총거래량","매수 (천주)",2020.05,47250311
"거래량","총거래량","매수 (천주)",2020.06,50843738
"거래량","총거래량","매수 (천주)",2020.07,50502904
"거래량","총거래량","매수 (천주)",2020.08,52524516
"거래량","총거래량","매수 (천주)",2020.09,62437348
"거래량","총거래량","매수 (천주)",2020.10,52326816
"거래량","총거래량","매수 (천주)",2020.11,66189099
"거래량","총거래량","매수 (천주)",2020.12,67951569
"거래량","총거래량","매수 (천주)",2021.01,67951529
"거래량","총거래량","매수 (천주)",2021.02,82455515
"거래량","총거래량","매수 (천주)",2021.03,81763038
"거래량","총거래량","매수 (천주)",2021.04,86579634
"거래량","총거래량","매수 (천주)",2021.05,48120692
"거래량","총거래량","매수 (천주)",2021.06,73623495
"거래량","총거래량","매수 (천주)",2021.07,58052931
"거래량","총거래량","매수 (천주)",2021.08,40827608
"거래량","총거래량","매수 (천주)",2021.09,38795740
"거래량","총거래량","매수 (천주)",2021.10,38865248
"거래량","총거래량","매수 (천주)",2021.11,40392519
"거래량","총거래량","매수 (천주)",2021.12,35928354
"거래량","총거래량","매수 (천주)",2022.01,35281683
"거래량","총거래량","매수 (천주)",2022.02,29224975
"거래량","총거래량","매수 (천주)",2022.03,40757322
"거래량","총거래량","매수 (천주)",2022.04,49538550
"거래량","총거래량","매수 (천주)",2022.05,40752416
"거래량","총거래량","매수 (천주)",2022.06,33858461
"거래량","총거래량","매수 (천주)",2022.07,25227454
"거래량","총거래량","매수 (천주)",2022.08,28346912
"거래량","총거래량","매수 (천주)",2022.09,26228462
"거래량","총거래량","매수 (천주)",2022.10,30017716
"거래량","총거래량","매수 (천주)",2022.11,32991530
"거래량","총거래량","매수 (천주)",2022.12,28665431
"거래량","총거래량","매수 (천주)",2023.01,30417032
"거래량","총거래량","매수 (천주)",2023.02,33022969
"거래량","총거래량","매수 (천주)",2023.03,36390971
"거래량","총거래량","매수 (천주)",2023.04,48546613
"거래량","총거래량","매수 (천주)",2023.05,39248643
"거래량","총거래량","매수 (천주)",2023.06,36654582
"거래량","총거래량","매수 (천주)",2023.07,32828451
"거래량","총거래량","매수 (천주)",2023.08,38038401
"거래량","총거래량","매수 (천주)",2023.09,27803750
"거래량","총거래량","매수 (천주)",2023.10,26667899
"거래량","총거래량","매수 (천주)",2023.11,27965267
"거래량","총거래량","매수 (천주)",2023.12,28394849
"거래량","총거래량","매수 (천주)",2024.01,38902056
"거래량","총거래량","매수 (천주)",2024.02,32840754
"거래량","총거래량","매수 (천주)",2024.03,32051396
"거래량","총거래량","매수 (천주)",2024.04,29681283
"거래량","총거래량","매수 (천주)",2024.05,30260189
"거래량","총거래량","매수 (천주)",2024.06,28779284
"거래량","총거래량","순매수 (천주)",2018.07,0
"거래량","총거래량","순매수 (천주)",2018.08,0
"거래량","총거래량","순매수 (천주)",2018.09,0
"거래량","총거래량","순매수 (천주)",2018.10,0
"거래량","총거래량","순매수 (천주)",2018.11,0
"거래량","총거래량","순매수 (천주)",2018.12,0
"거래량","총거래량","순매수 (천주)",2019.01,0
"거래량","총거래량","순매수 (천주)",2019.02,0
"거래량","총거래량","순매수 (천주)",2019.03,0
"거래량","총거래량","순매수 (천주)",2019.04,0
"거래량","총거래량","순매수 (천주)",2019.05,0
"거래량","총거래량","순매수 (천주)",2019.06,0
"거래량","총거래량","순매수 (천주)",2019.07,0
"거래량","총거래량","순매수 (천주)",2019.08,0
"거래량","총거래량","순매수 (천주)",2019.09,0
"거래량","총거래량","순매수 (천주)",2019.10,0
"거래량","총거래량","순매수 (천주)",2019.11,0
"거래량","총거래량","순매수 (천주)",2019.12,0
"거래량","총거래량","순매수 (천주)",2020.01,0
"거래량","총거래량","순매수 (천주)",2020.02,0
"거래량","총거래량","순매수 (천주)",2020.03,0
"거래량","총거래량","순매수 (천주)",2020.04,0
"거래량","총거래량","순매수 (천주)",2020.05,0
"거래량","총거래량","순매수 (천주)",2020.06,0
"거래량","총거래량","순매수 (천주)",2020.07,0
"거래량","총거래량","순매수 (천주)",2020.08,0
"거래량","총거래량","순매수 (천주)",2020.09,0
"거래량","총거래량","순매수 (천주)",2020.10,0
"거래량","총거래량","순매수 (천주)",2020.11,0
"거래량","총거래량","순매수 (천주)",2020.12,0
"거래량","총거래량","순매수 (천주)",2021.01,0
"거래량","총거래량","순매수 (천주)",2021.02,0
"거래량","총거래량","순매수 (천주)",2021.03,0
"거래량","총거래량","순매수 (천주)",2021.04,0
"거래량","총거래량","순매수 (천주)",2021.05,0
"거래량","총거래량","순매수 (천주)",2021.06,0
"거래량","총거래량","순매수 (천주)",2021.07,0
"거래량","총거래량","순매수 (천주)",2021.08,0
"거래량","총거래량","순매수 (천주)",2021.09,0
"거래량","총거래량","순매수 (천주)",2021.10,0
"거래량","총거래량","순매수 (천주)",2021.11,0
"거래량","총거래량","순매수 (천주)",2021.12,0
"거래량","총거래량","순매수 (천주)",2022.01,0
"거래량","총거래량","순매수 (천주)",2022.02,0
"거래량","총거래량","순매수 (천주)",2022.03,0
"거래량","총거래량","순매수 (천주)",2022.04,0
"거래량","총거래량","순매수 (천주)",2022.05,0
"거래량","총거래량","순매수 (천주)",2022.06,0
"거래량","총거래량","순매수 (천주)",2022.07,0
"거래량","총거래량","순매수 (천주)",2022.08,0
"거래량","총거래량","순매수 (천주)",2022.09,0
"거래량","총거래량","순매수 (천주)",2022.10,0
"거래량","총거래량","순매수 (천주)",2022.11,0
"거래량","총거래량","순매수 (천주)",2022.12,0
"거래량","총거래량","순매수 (천주)",2023.01,0
"거래량","총거래량","순매수 (천주)",2023.02,0
"거래량","총거래량","순매수 (천주)",2023.03,0
"거래량","총거래량","순매수 (천주)",2023.04,0
"거래량","총거래량","순매수 (천주)",2023.05,0
"거래량","총거래량","순매수 (천주)",2023.06,0
"거래량","총거래량","순매수 (천주)",2023.07,0
"거래량","총거래량","순매수 (천주)",2023.08,0
"거래량","총거래량","순매수 (천주)",2023.09,0
"거래량","총거래량","순매수 (천주)",2023.10,0
"거래량","총거래량","순매수 (천주)",2023.11,0
"거래량","총거래량","순매수 (천주)",2023.12,0
"거래량","총거래량","순매수 (천주)",2024.01,0
"거래량","총거래량","순매수 (천주)",2024.02,0
"거래량","총거래량","순매수 (천주)",2024.03,0
"거래량","총거래량","순매수 (천주)",2024.04,0
"거래량","총거래량","순매수 (천주)",2024.05,0
"거래량","총거래량","순매수 (천주)",2024.06,0
"거래량","금융투자","매도 (천주)",2018.07,203778
"거래량","금융투자","매도 (천주)",2018.08,210684
"거래량","금융투자","매도 (천주)",2018.09,167830
"거래량","금융투자","매도 (천주)",2018.10,237141
"거래량","금융투자","매도 (천주)",2018.11,256766
"거래량","금융투자","매도 (천주)",2018.12,202566
"거래량","금융투자","매도 (천주)",2019.01,278452
"거래량","금융투자","매도 (천주)",2019.02,195347
"거래량","금융투자","매도 (천주)",2019.03,269248
"거래량","금융투자","매도 (천주)",2019.04,340218
"거래량","금융투자","매도 (천주)",2019.05,397689
"거래량","금융투자","매도 (천주)",2019.06,313843
"거래량","금융투자","매도 (천주)",2019.07,318832
"거래량","금융투자","매도 (천주)",2019.08,348246
"거래량","금융투자","매도 (천주)",2019.09,261319
"거래량","금융투자","매도 (천주)",2019.10,299093
"거래량","금융투자","매도 (천주)",2019.11,351936
"거래량","금융투자","매도 (천주)",2019.12,364542
"거래량","금융투자","매도 (천주)",2020.01,479164
"거래량","금융투자","매도 (천주)",2020.02,515438
"거래량","금융투자","매도 (천주)",2020.03,699048
"거래량","금융투자","매도 (천주)",2020.04,416149
"거래량","금융투자","매도 (천주)",2020.05,345381
"거래량","금융투자","매도 (천주)",2020.06,563743
"거래량","금융투자","매도 (천주)",2020.07,464267
"거래량","금융투자","매도 (천주)",2020.08,535172
"거래량","금융투자","매도 (천주)",2020.09,472453
"거래량","금융투자","매도 (천주)",2020.10,377492
"거래량","금융투자","매도 (천주)",2020.11,477249
"거래량","금융투자","매도 (천주)",2020.12,494982
"거래량","금융투자","매도 (천주)",2021.01,738154
"거래량","금융투자","매도 (천주)",2021.02,462867
"거래량","금융투자","매도 (천주)",2021.03,416654
"거래량","금융투자","매도 (천주)",2021.04,420543
"거래량","금융투자","매도 (천주)",2021.05,418138
"거래량","금융투자","매도 (천주)",2021.06,562523
"거래량","금융투자","매도 (천주)",2021.07,447740
"거래량","금융투자","매도 (천주)",2021.08,452958
"거래량","금융투자","매도 (천주)",2021.09,360770
"거래량","금융투자","매도 (천주)",2021.10,272832
"거래량","금융투자","매도 (천주)",2021.11,321033
"거래량","금융투자","매도 (천주)",2021.12,328901
"거래량","금융투자","매도 (천주)",2022.01,322061
"거래량","금융투자","매도 (천주)",2022.02,275718
"거래량","금융투자","매도 (천주)",2022.03,308689
"거래량","금융투자","매도 (천주)",2022.04,299492
"거래량","금융투자","매도 (천주)",2022.05,278825
"거래량","금융투자","매도 (천주)",2022.06,303836
"거래량","금융투자","매도 (천주)",2022.07,267318
"거래량","금융투자","매도 (천주)",2022.08,265160
"거래량","금융투자","매도 (천주)",2022.09,362952
"거래량","금융투자","매도 (천주)",2022.10,352963
"거래량","금융투자","매도 (천주)",2022.11,371456
"거래량","금융투자","매도 (천주)",2022.12,486863
"거래량","금융투자","매도 (천주)",2023.01,465179
"거래량","금융투자","매도 (천주)",2023.02,524408
"거래량","금융투자","매도 (천주)",2023.03,554442
"거래량","금융투자","매도 (천주)",2023.04,558656
"거래량","금융투자","매도 (천주)",2023.05,439449
"거래량","금융투자","매도 (천주)",2023.06,482597
"거래량","금융투자","매도 (천주)",2023.07,657056
"거래량","금융투자","매도 (천주)",2023.08,690285
"거래량","금융투자","매도 (천주)",2023.09,531831
"거래량","금융투자","매도 (천주)",2023.10,460296
"거래량","금융투자","매도 (천주)",2023.11,418366
"거래량","금융투자","매도 (천주)",2023.12,405471
"거래량","금융투자","매도 (천주)",2024.01,539208
"거래량","금융투자","매도 (천주)",2024.02,462189
"거래량","금융투자","매도 (천주)",2024.03,378490
"거래량","금융투자","매도 (천주)",2024.04,465168
"거래량","금융투자","매도 (천주)",2024.05,373992
"거래량","금융투자","매도 (천주)",2024.06,411738
"거래량","금융투자","매수 (천주)",2018.07,218452
"거래량","금융투자","매수 (천주)",2018.08,183354
"거래량","금융투자","매수 (천주)",2018.09,168326
"거래량","금융투자","매수 (천주)",2018.10,328664
"거래량","금융투자","매수 (천주)",2018.11,220609
"거래량","금융투자","매수 (천주)",2018.12,260071
"거래량","금융투자","매수 (천주)",2019.01,231449
"거래량","금융투자","매수 (천주)",2019.02,205448
"거래량","금융투자","매수 (천주)",2019.03,268479
"거래량","금융투자","매수 (천주)",2019.04,325725
"거래량","금융투자","매수 (천주)",2019.05,309256
"거래량","금융투자","매수 (천주)",2019.06,267959
"거래량","금융투자","매수 (천주)",2019.07,309933
"거래량","금융투자","매수 (천주)",2019.08,309525
"거래량","금융투자","매수 (천주)",2019.09,248193
"거래량","금융투자","매수 (천주)",2019.10,285863
"거래량","금융투자","매수 (천주)",2019.11,381903
"거래량","금융투자","매수 (천주)",2019.12,429094
"거래량","금융투자","매수 (천주)",2020.01,361875
"거래량","금융투자","매수 (천주)",2020.02,446865
"거래량","금융투자","매수 (천주)",2020.03,682741
"거래량","금융투자","매수 (천주)",2020.04,368944
"거래량","금융투자","매수 (천주)",2020.05,320493
"거래량","금융투자","매수 (천주)",2020.06,535635
"거래량","금융투자","매수 (천주)",2020.07,443700
"거래량","금융투자","매수 (천주)",2020.08,530401
"거래량","금융투자","매수 (천주)",2020.09,425908
"거래량","금융투자","매수 (천주)",2020.10,357514
"거래량","금융투자","매수 (천주)",2020.11,467571
"거래량","금융투자","매수 (천주)",2020.12,538094
"거래량","금융투자","매수 (천주)",2021.01,657693
"거래량","금융투자","매수 (천주)",2021.02,451056
"거래량","금융투자","매수 (천주)",2021.03,392938
"거래량","금융투자","매수 (천주)",2021.04,365359
"거래량","금융투자","매수 (천주)",2021.05,411607
"거래량","금융투자","매수 (천주)",2021.06,524670
"거래량","금융투자","매수 (천주)",2021.07,428804
"거래량","금융투자","매수 (천주)",2021.08,481094
"거래량","금융투자","매수 (천주)",2021.09,309514
"거래량","금융투자","매수 (천주)",2021.10,310233
"거래량","금융투자","매수 (천주)",2021.11,354533
"거래량","금융투자","매수 (천주)",2021.12,404160
"거래량","금융투자","매수 (천주)",2022.01,310808
"거래량","금융투자","매수 (천주)",2022.02,246533
"거래량","금융투자","매수 (천주)",2022.03,302524
"거래량","금융투자","매수 (천주)",2022.04,271215
"거래량","금융투자","매수 (천주)",2022.05,312687
"거래량","금융투자","매수 (천주)",2022.06,346456
"거래량","금융투자","매수 (천주)",2022.07,243602
"거래량","금융투자","매수 (천주)",2022.08,236958
"거래량","금융투자","매수 (천주)",2022.09,396448
"거래량","금융투자","매수 (천주)",2022.10,348035
"거래량","금융투자","매수 (천주)",2022.11,387396
"거래량","금융투자","매수 (천주)",2022.12,540942
"거래량","금융투자","매수 (천주)",2023.01,443480
"거래량","금융투자","매수 (천주)",2023.02,477933
"거래량","금융투자","매수 (천주)",2023.03,560773
"거래량","금융투자","매수 (천주)",2023.04,536210
"거래량","금융투자","매수 (천주)",2023.05,433828
"거래량","금융투자","매수 (천주)",2023.06,522535
"거래량","금융투자","매수 (천주)",2023.07,660424
"거래량","금융투자","매수 (천주)",2023.08,666013
"거래량","금융투자","매수 (천주)",2023.09,566257
"거래량","금융투자","매수 (천주)",2023.10,501003
"거래량","금융투자","매수 (천주)",2023.11,469599
"거래량","금융투자","매수 (천주)",2023.12,476942
"거래량","금융투자","매수 (천주)",2024.01,507999
"거래량","금융투자","매수 (천주)",2024.02,487149
"거래량","금융투자","매수 (천주)",2024.03,427863
"거래량","금융투자","매수 (천주)",2024.04,425605
"거래량","금융투자","매수 (천주)",2024.05,435879
"거래량","금융투자","매수 (천주)",2024.06,425076
"거래량","금융투자","순매수 (천주)",2018.07,14674
"거래량","금융투자","순매수 (천주)",2018.08,-27330
"거래량","금융투자","순매수 (천주)",2018.09,496
"거래량","금융투자","순매수 (천주)",2018.10,91522
"거래량","금융투자","순매수 (천주)",2018.11,-36156
"거래량","금융투자","순매수 (천주)",2018.12,57506
"거래량","금융투자","순매수 (천주)",2019.01,-47003
"거래량","금융투자","순매수 (천주)",2019.02,10102
"거래량","금융투자","순매수 (천주)",2019.03,-769
"거래량","금융투자","순매수 (천주)",2019.04,-14492
"거래량","금융투자","순매수 (천주)",2019.05,-88432
"거래량","금융투자","순매수 (천주)",2019.06,-45884
"거래량","금융투자","순매수 (천주)",2019.07,-8899
"거래량","금융투자","순매수 (천주)",2019.08,-38721
"거래량","금융투자","순매수 (천주)",2019.09,-13126
"거래량","금융투자","순매수 (천주)",2019.10,-13229
"거래량","금융투자","순매수 (천주)",2019.11,29967
"거래량","금융투자","순매수 (천주)",2019.12,64552
"거래량","금융투자","순매수 (천주)",2020.01,-117289
"거래량","금융투자","순매수 (천주)",2020.02,-68574
"거래량","금융투자","순매수 (천주)",2020.03,-16307
"거래량","금융투자","순매수 (천주)",2020.04,-47205
"거래량","금융투자","순매수 (천주)",2020.05,-24888
"거래량","금융투자","순매수 (천주)",2020.06,-28107
"거래량","금융투자","순매수 (천주)",2020.07,-20566
"거래량","금융투자","순매수 (천주)",2020.08,-4771
"거래량","금융투자","순매수 (천주)",2020.09,-46545
"거래량","금융투자","순매수 (천주)",2020.10,-19978
"거래량","금융투자","순매수 (천주)",2020.11,-9678
"거래량","금융투자","순매수 (천주)",2020.12,43113
"거래량","금융투자","순매수 (천주)",2021.01,-80461
"거래량","금융투자","순매수 (천주)",2021.02,-11811
"거래량","금융투자","순매수 (천주)",2021.03,-23715
"거래량","금융투자","순매수 (천주)",2021.04,-55183
"거래량","금융투자","순매수 (천주)",2021.05,-6531
"거래량","금융투자","순매수 (천주)",2021.06,-37853
"거래량","금융투자","순매수 (천주)",2021.07,-18936
"거래량","금융투자","순매수 (천주)",2021.08,28136
"거래량","금융투자","순매수 (천주)",2021.09,-51257
"거래량","금융투자","순매수 (천주)",2021.10,37401
"거래량","금융투자","순매수 (천주)",2021.11,33500
"거래량","금융투자","순매수 (천주)",2021.12,75258
"거래량","금융투자","순매수 (천주)",2022.01,-11253
"거래량","금융투자","순매수 (천주)",2022.02,-29185
"거래량","금융투자","순매수 (천주)",2022.03,-6165
"거래량","금융투자","순매수 (천주)",2022.04,-28276
"거래량","금융투자","순매수 (천주)",2022.05,33863
"거래량","금융투자","순매수 (천주)",2022.06,42620
"거래량","금융투자","순매수 (천주)",2022.07,-23717
"거래량","금융투자","순매수 (천주)",2022.08,-28201
"거래량","금융투자","순매수 (천주)",2022.09,33496
"거래량","금융투자","순매수 (천주)",2022.10,-4929
"거래량","금융투자","순매수 (천주)",2022.11,15941
"거래량","금융투자","순매수 (천주)",2022.12,54079
"거래량","금융투자","순매수 (천주)",2023.01,-21699
"거래량","금융투자","순매수 (천주)",2023.02,-46475
"거래량","금융투자","순매수 (천주)",2023.03,6331
"거래량","금융투자","순매수 (천주)",2023.04,-22446
"거래량","금융투자","순매수 (천주)",2023.05,-5621
"거래량","금융투자","순매수 (천주)",2023.06,39937
"거래량","금융투자","순매수 (천주)",2023.07,3368
"거래량","금융투자","순매수 (천주)",2023.08,-24272
"거래량","금융투자","순매수 (천주)",2023.09,34426
"거래량","금융투자","순매수 (천주)",2023.10,40707
"거래량","금융투자","순매수 (천주)",2023.11,51233
"거래량","금융투자","순매수 (천주)",2023.12,71471
"거래량","금융투자","순매수 (천주)",2024.01,-31209
"거래량","금융투자","순매수 (천주)",2024.02,24960
"거래량","금융투자","순매수 (천주)",2024.03,49373
"거래량","금융투자","순매수 (천주)",2024.04,-39563
"거래량","금융투자","순매수 (천주)",2024.05,61887
"거래량","금융투자","순매수 (천주)",2024.06,13338
"거래량","보험","매도 (천주)",2018.07,58773
"거래량","보험","매도 (천주)",2018.08,54582
"거래량","보험","매도 (천주)",2018.09,48657
"거래량","보험","매도 (천주)",2018.10,69662
"거래량","보험","매도 (천주)",2018.11,53758
"거래량","보험","매도 (천주)",2018.12,59623
"거래량","보험","매도 (천주)",2019.01,69034
"거래량","보험","매도 (천주)",2019.02,54008
"거래량","보험","매도 (천주)",2019.03,46059
"거래량","보험","매도 (천주)",2019.04,54430
"거래량","보험","매도 (천주)",2019.05,49417
"거래량","보험","매도 (천주)",2019.06,58550
"거래량","보험","매도 (천주)",2019.07,54272
"거래량","보험","매도 (천주)",2019.08,40900
"거래량","보험","매도 (천주)",2019.09,35731
"거래량","보험","매도 (천주)",2019.10,47760
"거래량","보험","매도 (천주)",2019.11,42958
"거래량","보험","매도 (천주)",2019.12,46941
"거래량","보험","매도 (천주)",2020.01,46019
"거래량","보험","매도 (천주)",2020.02,47040
"거래량","보험","매도 (천주)",2020.03,72822
"거래량","보험","매도 (천주)",2020.04,49831
"거래량","보험","매도 (천주)",2020.05,56376
"거래량","보험","매도 (천주)",2020.06,82076
"거래량","보험","매도 (천주)",2020.07,56324
"거래량","보험","매도 (천주)",2020.08,82511
"거래량","보험","매도 (천주)",2020.09,46010
"거래량","보험","매도 (천주)",2020.10,43529
"거래량","보험","매도 (천주)",2020.11,56551
"거래량","보험","매도 (천주)",2020.12,59902
"거래량","보험","매도 (천주)",2021.01,83958
"거래량","보험","매도 (천주)",2021.02,38505
"거래량","보험","매도 (천주)",2021.03,46506
"거래량","보험","매도 (천주)",2021.04,40825
"거래량","보험","매도 (천주)",2021.05,42507
"거래량","보험","매도 (천주)",2021.06,54542
"거래량","보험","매도 (천주)",2021.07,66138
"거래량","보험","매도 (천주)",2021.08,31798
"거래량","보험","매도 (천주)",2021.09,35974
"거래량","보험","매도 (천주)",2021.10,28488
"거래량","보험","매도 (천주)",2021.11,38641
"거래량","보험","매도 (천주)",2021.12,45163
"거래량","보험","매도 (천주)",2022.01,49505
"거래량","보험","매도 (천주)",2022.02,33575
"거래량","보험","매도 (천주)",2022.03,46464
"거래량","보험","매도 (천주)",2022.04,49877
"거래량","보험","매도 (천주)",2022.05,41480
"거래량","보험","매도 (천주)",2022.06,64561
"거래량","보험","매도 (천주)",2022.07,39531
"거래량","보험","매도 (천주)",2022.08,39954
"거래량","보험","매도 (천주)",2022.09,32589
"거래량","보험","매도 (천주)",2022.10,36076
"거래량","보험","매도 (천주)",2022.11,42886
"거래량","보험","매도 (천주)",2022.12,50843
"거래량","보험","매도 (천주)",2023.01,38426
"거래량","보험","매도 (천주)",2023.02,38688
"거래량","보험","매도 (천주)",2023.03,44934
"거래량","보험","매도 (천주)",2023.04,38597
"거래량","보험","매도 (천주)",2023.05,32946
"거래량","보험","매도 (천주)",2023.06,38546
"거래량","보험","매도 (천주)",2023.07,42499
"거래량","보험","매도 (천주)",2023.08,36427
"거래량","보험","매도 (천주)",2023.09,29603
"거래량","보험","매도 (천주)",2023.10,30900
"거래량","보험","매도 (천주)",2023.11,37251
"거래량","보험","매도 (천주)",2023.12,36607
"거래량","보험","매도 (천주)",2024.01,34514
"거래량","보험","매도 (천주)",2024.02,41283
"거래량","보험","매도 (천주)",2024.03,42098
"거래량","보험","매도 (천주)",2024.04,37731
"거래량","보험","매도 (천주)",2024.05,39123
"거래량","보험","매도 (천주)",2024.06,37883
"거래량","보험","매수 (천주)",2018.07,51230
"거래량","보험","매수 (천주)",2018.08,51687
"거래량","보험","매수 (천주)",2018.09,42181
"거래량","보험","매수 (천주)",2018.10,63880
"거래량","보험","매수 (천주)",2018.11,55358
"거래량","보험","매수 (천주)",2018.12,66368
"거래량","보험","매수 (천주)",2019.01,62193
"거래량","보험","매수 (천주)",2019.02,41550
"거래량","보험","매수 (천주)",2019.03,53756
"거래량","보험","매수 (천주)",2019.04,49313
"거래량","보험","매수 (천주)",2019.05,59149
"거래량","보험","매수 (천주)",2019.06,48431
"거래량","보험","매수 (천주)",2019.07,40840
"거래량","보험","매수 (천주)",2019.08,46770
"거래량","보험","매수 (천주)",2019.09,29684
"거래량","보험","매수 (천주)",2019.10,36523
"거래량","보험","매수 (천주)",2019.11,38633
"거래량","보험","매수 (천주)",2019.12,45492
"거래량","보험","매수 (천주)",2020.01,46704
"거래량","보험","매수 (천주)",2020.02,43878
"거래량","보험","매수 (천주)",2020.03,65151
"거래량","보험","매수 (천주)",2020.04,47465
"거래량","보험","매수 (천주)",2020.05,69450
"거래량","보험","매수 (천주)",2020.06,66839
"거래량","보험","매수 (천주)",2020.07,44381
"거래량","보험","매수 (천주)",2020.08,52779
"거래량","보험","매수 (천주)",2020.09,39924
"거래량","보험","매수 (천주)",2020.10,42020
"거래량","보험","매수 (천주)",2020.11,43260
"거래량","보험","매수 (천주)",2020.12,47492
"거래량","보험","매수 (천주)",2021.01,44723
