"거래구분별(1)","투자자별(1)","투자자별(2)",시점,데이터
"거래량","은행","순매수 (천주)",2022.11,-1518
"거래량","은행","순매수 (천주)",2022.12,-1588
"거래량","은행","순매수 (천주)",2023.01,-4135
"거래량","은행","순매수 (천주)",2023.02,-537
"거래량","은행","순매수 (천주)",2023.03,-203
"거래량","은행","순매수 (천주)",2023.04,-873
"거래량","은행","순매수 (천주)",2023.05,-272
"거래량","은행","순매수 (천주)",2023.06,-5399
"거래량","은행","순매수 (천주)",2023.07,-7376
"거래량","은행","순매수 (천주)",2023.08,-3001
"거래량","은행","순매수 (천주)",2023.09,-3099
"거래량","은행","순매수 (천주)",2023.10,-3680
"거래량","은행","순매수 (천주)",2023.11,1755
"거래량","은행","순매수 (천주)",2023.12,-4813
"거래량","은행","순매수 (천주)",2024.01,-36149
"거래량","은행","순매수 (천주)",2024.02,-673
"거래량","은행","순매수 (천주)",2024.03,-336
"거래량","은행","순매수 (천주)",2024.04,-6440
"거래량","은행","순매수 (천주)",2024.05,667
"거래량","은행","순매수 (천주)",2024.06,-1806
"거래량","기타금융","매도 (천주)",2018.07,10243
"거래량","기타금융","매도 (천주)",2018.08,14118
"거래량","기타금융","매도 (천주)",2018.09,8349
"거래량","기타금융","매도 (천주)",2018.10,14856
"거래량","기타금융","매도 (천주)",2018.11,14731
"거래량","기타금융","매도 (천주)",2018.12,13696
"거래량","기타금융","매도 (천주)",2019.01,21598
"거래량","기타금융","매도 (천주)",2019.02,11641
"거래량","기타금융","매도 (천주)",2019.03,15221
"거래량","기타금융","매도 (천주)",2019.04,22414
"거래량","기타금융","매도 (천주)",2019.05,12613
"거래량","기타금융","매도 (천주)",2019.06,14125
"거래량","기타금융","매도 (천주)",2019.07,13328
"거래량","기타금융","매도 (천주)",2019.08,12125
"거래량","기타금융","매도 (천주)",2019.09,11595
"거래량","기타금융","매도 (천주)",2019.10,15327
"거래량","기타금융","매도 (천주)",2019.11,18873
"거래량","기타금융","매도 (천주)",2019.12,23229
"거래량","기타금융","매도 (천주)",2020.01,17454
"거래량","기타금융","매도 (천주)",2020.02,16711
"거래량","기타금융","매도 (천주)",2020.03,28477
"거래량","기타금융","매도 (천주)",2020.04,11887
"거래량","기타금융","매도 (천주)",2020.05,22726
"거래량","기타금융","매도 (천주)",2020.06,21253
"거래량","기타금융","매도 (천주)",2020.07,17011
"거래량","기타금융","매도 (천주)",2020.08,21703
"거래량","기타금융","매도 (천주)",2020.09,13166
"거래량","기타금융","매도 (천주)",2020.10,13674
"거래량","기타금융","매도 (천주)",2020.11,19684
"거래량","기타금융","매도 (천주)",2020.12,20429
"거래량","기타금융","매도 (천주)",2021.01,26516
"거래량","기타금융","매도 (천주)",2021.02,14104
"거래량","기타금융","매도 (천주)",2021.03,15945
"거래량","기타금융","매도 (천주)",2021.04,20867
"거래량","기타금융","매도 (천주)",2021.05,22865
"거래량","기타금융","매도 (천주)",2021.06,20895
"거래량","기타금융","매도 (천주)",2021.07,20293
"거래량","기타금융","매도 (천주)",2021.08,13731
"거래량","기타금융","매도 (천주)",2021.09,13639
"거래량","기타금융","매도 (천주)",2021.10,23510
"거래량","기타금융","매도 (천주)",2021.11,37032
"거래량","기타금융","매도 (천주)",2021.12,17678
"거래량","기타금융","매도 (천주)",2022.01,11249
"거래량","기타금융","매도 (천주)",2022.02,6491
"거래량","기타금융","매도 (천주)",2022.03,9251
"거래량","기타금융","매도 (천주)",2022.04,13786
"거래량","기타금융","매도 (천주)",2022.05,8351
"거래량","기타금융","매도 (천주)",2022.06,14956
"거래량","기타금융","매도 (천주)",2022.07,13811
"거래량","기타금융","매도 (천주)",2022.08,13120
"거래량","기타금융","매도 (천주)",2022.09,20148
"거래량","기타금융","매도 (천주)",2022.10,14903
"거래량","기타금융","매도 (천주)",2022.11,12575
"거래량","기타금융","매도 (천주)",2022.12,37775
"거래량","기타금융","매도 (천주)",2023.01,14342
"거래량","기타금융","매도 (천주)",2023.02,16587
"거래량","기타금융","매도 (천주)",2023.03,63048
"거래량","기타금융","매도 (천주)",2023.04,13597
"거래량","기타금융","매도 (천주)",2023.05,10679
"거래량","기타금융","매도 (천주)",2023.06,16127
"거래량","기타금융","매도 (천주)",2023.07,23707
"거래량","기타금융","매도 (천주)",2023.08,21220
"거래량","기타금융","매도 (천주)",2023.09,15556
"거래량","기타금융","매도 (천주)",2023.10,11734
"거래량","기타금융","매도 (천주)",2023.11,14577
"거래량","기타금융","매도 (천주)",2023.12,18293
"거래량","기타금융","매도 (천주)",2024.01,16112
"거래량","기타금융","매도 (천주)",2024.02,13741
"거래량","기타금융","매도 (천주)",2024.03,13823
"거래량","기타금융","매도 (천주)",2024.04,12736
"거래량","기타금융","매도 (천주)",2024.05,14263
"거래량","기타금융","매도 (천주)",2024.06,16308
"거래량","기타금융","매수 (천주)",2018.07,4997
"거래량","기타금융","매수 (천주)",2018.08,6065
"거래량","기타금융","매수 (천주)",2018.09,4546
"거래량","기타금융","매수 (천주)",2018.10,7642
"거래량","기타금융","매수 (천주)",2018.11,8230
"거래량","기타금융","매수 (천주)",2018.12,7073
"거래량","기타금융","매수 (천주)",2019.01,5262
"거래량","기타금융","매수 (천주)",2019.02,3136
"거래량","기타금융","매수 (천주)",2019.03,7377
"거래량","기타금융","매수 (천주)",2019.04,7416
"거래량","기타금융","매수 (천주)",2019.05,8996
"거래량","기타금융","매수 (천주)",2019.06,9018
"거래량","기타금융","매수 (천주)",2019.07,4918
"거래량","기타금융","매수 (천주)",2019.08,8569
"거래량","기타금융","매수 (천주)",2019.09,3253
"거래량","기타금융","매수 (천주)",2019.10,4137
"거래량","기타금융","매수 (천주)",2019.11,4135
"거래량","기타금융","매수 (천주)",2019.12,6586
"거래량","기타금융","매수 (천주)",2020.01,4689
"거래량","기타금융","매수 (천주)",2020.02,8313
"거래량","기타금융","매수 (천주)",2020.03,23695
"거래량","기타금융","매수 (천주)",2020.04,13525
"거래량","기타금융","매수 (천주)",2020.05,14226
"거래량","기타금융","매수 (천주)",2020.06,7993
"거래량","기타금융","매수 (천주)",2020.07,5563
"거래량","기타금융","매수 (천주)",2020.08,5657
"거래량","기타금융","매수 (천주)",2020.09,7151
"거래량","기타금융","매수 (천주)",2020.10,5713
"거래량","기타금융","매수 (천주)",2020.11,6583
"거래량","기타금융","매수 (천주)",2020.12,9742
"거래량","기타금융","매수 (천주)",2021.01,11473
"거래량","기타금융","매수 (천주)",2021.02,14996
"거래량","기타금융","매수 (천주)",2021.03,3487
"거래량","기타금융","매수 (천주)",2021.04,5526
"거래량","기타금융","매수 (천주)",2021.05,5473
"거래량","기타금융","매수 (천주)",2021.06,6733
"거래량","기타금융","매수 (천주)",2021.07,4620
"거래량","기타금융","매수 (천주)",2021.08,4007
"거래량","기타금융","매수 (천주)",2021.09,4680
"거래량","기타금융","매수 (천주)",2021.10,5797
"거래량","기타금융","매수 (천주)",2021.11,22116
"거래량","기타금융","매수 (천주)",2021.12,5198
"거래량","기타금융","매수 (천주)",2022.01,6514
"거래량","기타금융","매수 (천주)",2022.02,4134
"거래량","기타금융","매수 (천주)",2022.03,5618
"거래량","기타금융","매수 (천주)",2022.04,5914
"거래량","기타금융","매수 (천주)",2022.05,4452
"거래량","기타금융","매수 (천주)",2022.06,3153
"거래량","기타금융","매수 (천주)",2022.07,6739
"거래량","기타금융","매수 (천주)",2022.08,4757
"거래량","기타금융","매수 (천주)",2022.09,5902
"거래량","기타금융","매수 (천주)",2022.10,6412
"거래량","기타금융","매수 (천주)",2022.11,4883
"거래량","기타금융","매수 (천주)",2022.12,11867
"거래량","기타금융","매수 (천주)",2023.01,5771
"거래량","기타금융","매수 (천주)",2023.02,9894
"거래량","기타금융","매수 (천주)",2023.03,11521
"거래량","기타금융","매수 (천주)",2023.04,3880
"거래량","기타금융","매수 (천주)",2023.05,6249
"거래량","기타금융","매수 (천주)",2023.06,4818
"거래량","기타금융","매수 (천주)",2023.07,6655
"거래량","기타금융","매수 (천주)",2023.08,10408
"거래량","기타금융","매수 (천주)",2023.09,4664
"거래량","기타금융","매수 (천주)",2023.10,3856
"거래량","기타금융","매수 (천주)",2023.11,4808
"거래량","기타금융","매수 (천주)",2023.12,4919
"거래량","기타금융","매수 (천주)",2024.01,11599
"거래량","기타금융","매수 (천주)",2024.02,7219
"거래량","기타금융","매수 (천주)",2024.03,15402
"거래량","기타금융","매수 (천주)",2024.04,3244
"거래량","기타금융","매수 (천주)",2024.05,2871
"거래량","기타금융","매수 (천주)",2024.06,4640
"거래량","기타금융","순매수 (천주)",2018.07,-5246
"거래량","기타금융","순매수 (천주)",2018.08,-8053
"거래량","기타금융","순매수 (천주)",2018.09,-3802
"거래량","기타금융","순매수 (천주)",2018.10,-7214
"거래량","기타금융","순매수 (천주)",2018.11,-6502
"거래량","기타금융","순매수 (천주)",2018.12,-6623
"거래량","기타금융","순매수 (천주)",2019.01,-16335
"거래량","기타금융","순매수 (천주)",2019.02,-8505
"거래량","기타금융","순매수 (천주)",2019.03,-7844
"거래량","기타금융","순매수 (천주)",2019.04,-14999
"거래량","기타금융","순매수 (천주)",2019.05,-3617
"거래량","기타금융","순매수 (천주)",2019.06,-5107
"거래량","기타금융","순매수 (천주)",2019.07,-8410
"거래량","기타금융","순매수 (천주)",2019.08,-3556
"거래량","기타금융","순매수 (천주)",2019.09,-8343
"거래량","기타금융","순매수 (천주)",2019.10,-11191
"거래량","기타금융","순매수 (천주)",2019.11,-14738
"거래량","기타금융","순매수 (천주)",2019.12,-16642
"거래량","기타금융","순매수 (천주)",2020.01,-12765
"거래량","기타금융","순매수 (천주)",2020.02,-8398
"거래량","기타금융","순매수 (천주)",2020.03,-4782
"거래량","기타금융","순매수 (천주)",2020.04,1637
"거래량","기타금융","순매수 (천주)",2020.05,-8500
"거래량","기타금융","순매수 (천주)",2020.06,-13260
"거래량","기타금융","순매수 (천주)",2020.07,-11447
"거래량","기타금융","순매수 (천주)",2020.08,-16045
"거래량","기타금융","순매수 (천주)",2020.09,-6015
"거래량","기타금융","순매수 (천주)",2020.10,-7961
"거래량","기타금융","순매수 (천주)",2020.11,-13101
"거래량","기타금융","순매수 (천주)",2020.12,-10687
"거래량","기타금융","순매수 (천주)",2021.01,-15044
"거래량","기타금융","순매수 (천주)",2021.02,892
"거래량","기타금융","순매수 (천주)",2021.03,-12458
"거래량","기타금융","순매수 (천주)",2021.04,-15341
"거래량","기타금융","순매수 (천주)",2021.05,-17392
"거래량","기타금융","순매수 (천주)",2021.06,-14162
"거래량","기타금융","순매수 (천주)",2021.07,-15673
"거래량","기타금융","순매수 (천주)",2021.08,-9724
"거래량","기타금융","순매수 (천주)",2021.09,-8959
"거래량","기타금융","순매수 (천주)",2021.10,-17713
"거래량","기타금융","순매수 (천주)",2021.11,-14916
"거래량","기타금융","순매수 (천주)",2021.12,-12480
"거래량","기타금융","순매수 (천주)",2022.01,-4735
"거래량","기타금융","순매수 (천주)",2022.02,-2357
"거래량","기타금융","순매수 (천주)",2022.03,-3633
"거래량","기타금융","순매수 (천주)",2022.04,-7871
"거래량","기타금융","순매수 (천주)",2022.05,-3899
"거래량","기타금융","순매수 (천주)",2022.06,-11803
"거래량","기타금융","순매수 (천주)",2022.07,-7072
"거래량","기타금융","순매수 (천주)",2022.08,-8363
"거래량","기타금융","순매수 (천주)",2022.09,-14246
"거래량","기타금융","순매수 (천주)",2022.10,-8490
"거래량","기타금융","순매수 (천주)",2022.11,-7692
"거래량","기타금융","순매수 (천주)",2022.12,-25908
"거래량","기타금융","순매수 (천주)",2023.01,-8571
"거래량","기타금융","순매수 (천주)",2023.02,-6693
"거래량","기타금융","순매수 (천주)",2023.03,-51526
"거래량","기타금융","순매수 (천주)",2023.04,-9716
"거래량","기타금융","순매수 (천주)",2023.05,-4430
"거래량","기타금융","순매수 (천주)",2023.06,-11309
"거래량","기타금융","순매수 (천주)",2023.07,-17052
"거래량","기타금융","순매수 (천주)",2023.08,-10812
"거래량","기타금융","순매수 (천주)",2023.09,-10891
"거래량","기타금융","순매수 (천주)",2023.10,-7878
"거래량","기타금융","순매수 (천주)",2023.11,-9769
"거래량","기타금융","순매수 (천주)",2023.12,-13374
"거래량","기타금융","순매수 (천주)",2024.01,-4513
"거래량","기타금융","순매수 (천주)",2024.02,-6523
"거래량","기타금융","순매수 (천주)",2024.03,1580
"거래량","기타금융","순매수 (천주)",2024.04,-9492
"거래량","기타금융","순매수 (천주)",2024.05,-11392
"거래량","기타금융","순매수 (천주)",2024.06,-11668
"거래량","연기금 등","매도 (천주)",2018.07,245135
"거래량","연기금 등","매도 (천주)",2018.08,257127
"거래량","연기금 등","매도 (천주)",2018.09,199096
"거래량","연기금 등","매도 (천주)",2018.10,265249
"거래량","연기금 등","매도 (천주)",2018.11,301962
"거래량","연기금 등","매도 (천주)",2018.12,211903
"거래량","연기금 등","매도 (천주)",2019.01,335056
"거래량","연기금 등","매도 (천주)",2019.02,254968
"거래량","연기금 등","매도 (천주)",2019.03,292819
"거래량","연기금 등","매도 (천주)",2019.04,260323
"거래량","연기금 등","매도 (천주)",2019.05,266321
"거래량","연기금 등","매도 (천주)",2019.06,187048
"거래량","연기금 등","매도 (천주)",2019.07,249529
"거래량","연기금 등","매도 (천주)",2019.08,205373
"거래량","연기금 등","매도 (천주)",2019.09,200052
"거래량","연기금 등","매도 (천주)",2019.10,215658
"거래량","연기금 등","매도 (천주)",2019.11,235431
"거래량","연기금 등","매도 (천주)",2019.12,200530
"거래량","연기금 등","매도 (천주)",2020.01,285328
"거래량","연기금 등","매도 (천주)",2020.02,339317
"거래량","연기금 등","매도 (천주)",2020.03,541020
"거래량","연기금 등","매도 (천주)",2020.04,366981
"거래량","연기금 등","매도 (천주)",2020.05,361834
"거래량","연기금 등","매도 (천주)",2020.06,470552
"거래량","연기금 등","매도 (천주)",2020.07,385134
"거래량","연기금 등","매도 (천주)",2020.08,411948
"거래량","연기금 등","매도 (천주)",2020.09,347776
"거래량","연기금 등","매도 (천주)",2020.10,283757
"거래량","연기금 등","매도 (천주)",2020.11,438871
"거래량","연기금 등","매도 (천주)",2020.12,489091
"거래량","연기금 등","매도 (천주)",2021.01,668620
"거래량","연기금 등","매도 (천주)",2021.02,407283
"거래량","연기금 등","매도 (천주)",2021.03,428944
"거래량","연기금 등","매도 (천주)",2021.04,428310
"거래량","연기금 등","매도 (천주)",2021.05,347236
"거래량","연기금 등","매도 (천주)",2021.06,425845
"거래량","연기금 등","매도 (천주)",2021.07,337666
"거래량","연기금 등","매도 (천주)",2021.08,371101
"거래량","연기금 등","매도 (천주)",2021.09,323362
"거래량","연기금 등","매도 (천주)",2021.10,314658
"거래량","연기금 등","매도 (천주)",2021.11,373596
"거래량","연기금 등","매도 (천주)",2021.12,323346
"거래량","연기금 등","매도 (천주)",2022.01,353010
"거래량","연기금 등","매도 (천주)",2022.02,288653
"거래량","연기금 등","매도 (천주)",2022.03,312281
"거래량","연기금 등","매도 (천주)",2022.04,325177
"거래량","연기금 등","매도 (천주)",2022.05,362553
"거래량","연기금 등","매도 (천주)",2022.06,380177
"거래량","연기금 등","매도 (천주)",2022.07,319494
"거래량","연기금 등","매도 (천주)",2022.08,300474
"거래량","연기금 등","매도 (천주)",2022.09,285498
"거래량","연기금 등","매도 (천주)",2022.10,303693
"거래량","연기금 등","매도 (천주)",2022.11,323011
"거래량","연기금 등","매도 (천주)",2022.12,232572
"거래량","연기금 등","매도 (천주)",2023.01,285044
"거래량","연기금 등","매도 (천주)",2023.02,295554
"거래량","연기금 등","매도 (천주)",2023.03,318675
"거래량","연기금 등","매도 (천주)",2023.04,316366
"거래량","연기금 등","매도 (천주)",2023.05,254066
"거래량","연기금 등","매도 (천주)",2023.06,309082
"거래량","연기금 등","매도 (천주)",2023.07,349372
"거래량","연기금 등","매도 (천주)",2023.08,310184
"거래량","연기금 등","매도 (천주)",2023.09,262656
"거래량","연기금 등","매도 (천주)",2023.10,251656
"거래량","연기금 등","매도 (천주)",2023.11,267026
"거래량","연기금 등","매도 (천주)",2023.12,245331
"거래량","연기금 등","매도 (천주)",2024.01,352014
"거래량","연기금 등","매도 (천주)",2024.02,331817
"거래량","연기금 등","매도 (천주)",2024.03,361661
"거래량","연기금 등","매도 (천주)",2024.04,349461
"거래량","연기금 등","매도 (천주)",2024.05,330786
"거래량","연기금 등","매도 (천주)",2024.06,300223
"거래량","연기금 등","매수 (천주)",2018.07,214553
"거래량","연기금 등","매수 (천주)",2018.08,216025
"거래량","연기금 등","매수 (천주)",2018.09,195573
"거래량","연기금 등","매수 (천주)",2018.10,250739
"거래량","연기금 등","매수 (천주)",2018.11,283070
"거래량","연기금 등","매수 (천주)",2018.12,191133
"거래량","연기금 등","매수 (천주)",2019.01,336167
"거래량","연기금 등","매수 (천주)",2019.02,250755
"거래량","연기금 등","매수 (천주)",2019.03,292010
"거래량","연기금 등","매수 (천주)",2019.04,279546
"거래량","연기금 등","매수 (천주)",2019.05,293955
"거래량","연기금 등","매수 (천주)",2019.06,266097
"거래량","연기금 등","매수 (천주)",2019.07,243447
"거래량","연기금 등","매수 (천주)",2019.08,271851
"거래량","연기금 등","매수 (천주)",2019.09,254521
"거래량","연기금 등","매수 (천주)",2019.10,212760
"거래량","연기금 등","매수 (천주)",2019.11,235032
"거래량","연기금 등","매수 (천주)",2019.12,215995
"거래량","연기금 등","매수 (천주)",2020.01,277514
"거래량","연기금 등","매수 (천주)",2020.02,317325
"거래량","연기금 등","매수 (천주)",2020.03,546385
"거래량","연기금 등","매수 (천주)",2020.04,398061
"거래량","연기금 등","매수 (천주)",2020.05,364632
"거래량","연기금 등","매수 (천주)",2020.06,430366
"거래량","연기금 등","매수 (천주)",2020.07,356007
"거래량","연기금 등","매수 (천주)",2020.08,361817
"거래량","연기금 등","매수 (천주)",2020.09,311592
"거래량","연기금 등","매수 (천주)",2020.10,265989
"거래량","연기금 등","매수 (천주)",2020.11,424323
"거래량","연기금 등","매수 (천주)",2020.12,468280
"거래량","연기금 등","매수 (천주)",2021.01,554725
"거래량","연기금 등","매수 (천주)",2021.02,377136
"거래량","연기금 등","매수 (천주)",2021.03,417186
"거래량","연기금 등","매수 (천주)",2021.04,391749
"거래량","연기금 등","매수 (천주)",2021.05,363533
"거래량","연기금 등","매수 (천주)",2021.06,417909
"거래량","연기금 등","매수 (천주)",2021.07,294032
"거래량","연기금 등","매수 (천주)",2021.08,353936
"거래량","연기금 등","매수 (천주)",2021.09,308048
"거래량","연기금 등","매수 (천주)",2021.10,318575
"거래량","연기금 등","매수 (천주)",2021.11,348705
"거래량","연기금 등","매수 (천주)",2021.12,331988
"거래량","연기금 등","매수 (천주)",2022.01,327522
"거래량","연기금 등","매수 (천주)",2022.02,279390
"거래량","연기금 등","매수 (천주)",2022.03,310887
"거래량","연기금 등","매수 (천주)",2022.04,329087
"거래량","연기금 등","매수 (천주)",2022.05,345904
"거래량","연기금 등","매수 (천주)",2022.06,375922
"거래량","연기금 등","매수 (천주)",2022.07,275679
"거래량","연기금 등","매수 (천주)",2022.08,279102
"거래량","연기금 등","매수 (천주)",2022.09,266302
"거래량","연기금 등","매수 (천주)",2022.10,276467
"거래량","연기금 등","매수 (천주)",2022.11,307016
"거래량","연기금 등","매수 (천주)",2022.12,264283
"거래량","연기금 등","매수 (천주)",2023.01,302676
"거래량","연기금 등","매수 (천주)",2023.02,290636
"거래량","연기금 등","매수 (천주)",2023.03,301868
"거래량","연기금 등","매수 (천주)",2023.04,321466
"거래량","연기금 등","매수 (천주)",2023.05,240347
"거래량","연기금 등","매수 (천주)",2023.06,299381
"거래량","연기금 등","매수 (천주)",2023.07,321445
"거래량","연기금 등","매수 (천주)",2023.08,288353
"거래량","연기금 등","매수 (천주)",2023.09,258511
"거래량","연기금 등","매수 (천주)",2023.10,240872
"거래량","연기금 등","매수 (천주)",2023.11,255369
"거래량","연기금 등","매수 (천주)",2023.12,266272
"거래량","연기금 등","매수 (천주)",2024.01,346285
"거래량","연기금 등","매수 (천주)",2024.02,342005
"거래량","연기금 등","매수 (천주)",2024.03,337840
"거래량","연기금 등","매수 (천주)",2024.04,351374
"거래량","연기금 등","매수 (천주)",2024.05,305126
"거래량","연기금 등","매수 (천주)",2024.06,277644
"거래량","연기금 등","순매수 (천주)",2018.07,-30582
"거래량","연기금 등","순매수 (천주)",2018.08,-41102
"거래량","연기금 등","순매수 (천주)",2018.09,-3523
"거래량","연기금 등","순매수 (천주)",2018.10,-14509
"거래량","연기금 등","순매수 (천주)",2018.11,-18891
"거래량","연기금 등","순매수 (천주)",2018.12,-20769
"거래량","연기금 등","순매수 (천주)",2019.01,1111
"거래량","연기금 등","순매수 (천주)",2019.02,-4213
"거래량","연기금 등","순매수 (천주)",2019.03,-808
"거래량","연기금 등","순매수 (천주)",2019.04,19222
"거래량","연기금 등","순매수 (천주)",2019.05,27634
"거래량","연기금 등","순매수 (천주)",2019.06,79049
"거래량","연기금 등","순매수 (천주)",2019.07,-6082
"거래량","연기금 등","순매수 (천주)",2019.08,66478
"거래량","연기금 등","순매수 (천주)",2019.09,54469
"거래량","연기금 등","순매수 (천주)",2019.10,-2897
"거래량","연기금 등","순매수 (천주)",2019.11,-399
"거래량","연기금 등","순매수 (천주)",2019.12,15466
"거래량","연기금 등","순매수 (천주)",2020.01,-7815
"거래량","연기금 등","순매수 (천주)",2020.02,-21991
"거래량","연기금 등","순매수 (천주)",2020.03,5366
"거래량","연기금 등","순매수 (천주)",2020.04,31080
"거래량","연기금 등","순매수 (천주)",2020.05,2798
"거래량","연기금 등","순매수 (천주)",2020.06,-40186
"거래량","연기금 등","순매수 (천주)",2020.07,-29127
"거래량","연기금 등","순매수 (천주)",2020.08,-50131
"거래량","연기금 등","순매수 (천주)",2020.09,-36184
"거래량","연기금 등","순매수 (천주)",2020.10,-17769
"거래량","연기금 등","순매수 (천주)",2020.11,-14548
"거래량","연기금 등","순매수 (천주)",2020.12,-20811
"거래량","연기금 등","순매수 (천주)",2021.01,-113895
"거래량","연기금 등","순매수 (천주)",2021.02,-30146
"거래량","연기금 등","순매수 (천주)",2021.03,-11758
"거래량","연기금 등","순매수 (천주)",2021.04,-36561
"거래량","연기금 등","순매수 (천주)",2021.05,16297
"거래량","연기금 등","순매수 (천주)",2021.06,-7936
"거래량","연기금 등","순매수 (천주)",2021.07,-43635
"거래량","연기금 등","순매수 (천주)",2021.08,-17165
"거래량","연기금 등","순매수 (천주)",2021.09,-15315
"거래량","연기금 등","순매수 (천주)",2021.10,3916
"거래량","연기금 등","순매수 (천주)",2021.11,-24892
"거래량","연기금 등","순매수 (천주)",2021.12,8642
"거래량","연기금 등","순매수 (천주)",2022.01,-25488
"거래량","연기금 등","순매수 (천주)",2022.02,-9263
"거래량","연기금 등","순매수 (천주)",2022.03,-1393
"거래량","연기금 등","순매수 (천주)",2022.04,3910
"거래량","연기금 등","순매수 (천주)",2022.05,-16650
"거래량","연기금 등","순매수 (천주)",2022.06,-4255
"거래량","연기금 등","순매수 (천주)",2022.07,-43815
"거래량","연기금 등","순매수 (천주)",2022.08,-21372
"거래량","연기금 등","순매수 (천주)",2022.09,-19196
"거래량","연기금 등","순매수 (천주)",2022.10,-27226
"거래량","연기금 등","순매수 (천주)",2022.11,-15995
"거래량","연기금 등","순매수 (천주)",2022.12,31711
"거래량","연기금 등","순매수 (천주)",2023.01,17632
"거래량","연기금 등","순매수 (천주)",2023.02,-4918
"거래량","연기금 등","순매수 (천주)",2023.03,-16807
"거래량","연기금 등","순매수 (천주)",2023.04,5101
"거래량","연기금 등","순매수 (천주)",2023.05,-13719
"거래량","연기금 등","순매수 (천주)",2023.06,-9701
"거래량","연기금 등","순매수 (천주)",2023.07,-27926
"거래량","연기금 등","순매수 (천주)",2023.08,-21830
"거래량","연기금 등","순매수 (천주)",2023.09,-4145
"거래량","연기금 등","순매수 (천주)",2023.10,-10784
"거래량","연기금 등","순매수 (천주)",2023.11,-11657
"거래량","연기금 등","순매수 (천주)",2023.12,20942
"거래량","연기금 등","순매수 (천주)",2024.01,-5729
"거래량","연기금 등","순매수 (천주)",2024.02,10188
"거래량","연기금 등","순매수 (천주)",2024.03,-23821
"거래량","연기금 등","순매수 (천주)",2024.04,1914
"거래량","연기금 등","순매수 (천주)",2024.05,-25660
"거래량","연기금 등","순매수 (천주)",2024.06,-22578
"거래량","기관합계","매도 (천주)",2018.07,819161
"거래량","기관합계","매도 (천주)",2018.08,826589
"거래량","기관합계","매도 (천주)",2018.09,663147
"거래량","기관합계","매도 (천주)",2018.10,901530
"거래량","기관합계","매도 (천주)",2018.11,940629
"거래량","기관합계","매도 (천주)",2018.12,780184
"거래량","기관합계","매도 (천주)",2019.01,1046048
"거래량","기관합계","매도 (천주)",2019.02,756312
"거래량","기관합계","매도 (천주)",2019.03,942083
"거래량","기관합계","매도 (천주)",2019.04,1005616
"거래량","기관합계","매도 (천주)",2019.05,1058032
"거래량","기관합계","매도 (천주)",2019.06,863257
"거래량","기관합계","매도 (천주)",2019.07,950814
"거래량","기관합계","매도 (천주)",2019.08,887937
"거래량","기관합계","매도 (천주)",2019.09,781715
"거래량","기관합계","매도 (천주)",2019.10,846365
"거래량","기관합계","매도 (천주)",2019.11,960056
"거래량","기관합계","매도 (천주)",2019.12,932375
"거래량","기관합계","매도 (천주)",2020.01,1156584
"거래량","기관합계","매도 (천주)",2020.02,1229477
"거래량","기관합계","매도 (천주)",2020.03,1777258
"거래량","기관합계","매도 (천주)",2020.04,1114252
"거래량","기관합계","매도 (천주)",2020.05,1071433
"거래량","기관합계","매도 (천주)",2020.06,1512601
"거래량","기관합계","매도 (천주)",2020.07,1245657
"거래량","기관합계","매도 (천주)",2020.08,1393003
"거래량","기관합계","매도 (천주)",2020.09,1229213
"거래량","기관합계","매도 (천주)",2020.10,953227
"거래량","기관합계","매도 (천주)",2020.11,1319078
"거래량","기관합계","매도 (천주)",2020.12,1503916
"거래량","기관합계","매도 (천주)",2021.01,1993577
"거래량","기관합계","매도 (천주)",2021.02,1329432
"거래량","기관합계","매도 (천주)",2021.03,1338457
"거래량","기관합계","매도 (천주)",2021.04,1304599
"거래량","기관합계","매도 (천주)",2021.05,1168170
"거래량","기관합계","매도 (천주)",2021.06,1546080
"거래량","기관합계","매도 (천주)",2021.07,1209784
"거래량","기관합계","매도 (천주)",2021.08,1180016
"거래량","기관합계","매도 (천주)",2021.09,1026254
"거래량","기관합계","매도 (천주)",2021.10,914317
"거래량","기관합계","매도 (천주)",2021.11,1115593
"거래량","기관합계","매도 (천주)",2021.12,1058896
"거래량","기관합계","매도 (천주)",2022.01,1005340
"거래량","기관합계","매도 (천주)",2022.02,824499
"거래량","기관합계","매도 (천주)",2022.03,996072
"거래량","기관합계","매도 (천주)",2022.04,1013039
"거래량","기관합계","매도 (천주)",2022.05,989547
"거래량","기관합계","매도 (천주)",2022.06,1077344
"거래량","기관합계","매도 (천주)",2022.07,901907
"거래량","기관합계","매도 (천주)",2022.08,900303
"거래량","기관합계","매도 (천주)",2022.09,967800
"거래량","기관합계","매도 (천주)",2022.10,959219
"거래량","기관합계","매도 (천주)",2022.11,1033957
"거래량","기관합계","매도 (천주)",2022.12,1091703
"거래량","기관합계","매도 (천주)",2023.01,1118903
"거래량","기관합계","매도 (천주)",2023.02,1222127
"거래량","기관합계","매도 (천주)",2023.03,1330271
"거래량","기관합계","매도 (천주)",2023.04,1303352
"거래량","기관합계","매도 (천주)",2023.05,984464
"거래량","기관합계","매도 (천주)",2023.06,1155451
"거래량","기관합계","매도 (천주)",2023.07,1425959
"거래량","기관합계","매도 (천주)",2023.08,1382519
"거래량","기관합계","매도 (천주)",2023.09,1111867
"거래량","기관합계","매도 (천주)",2023.10,980819
"거래량","기관합계","매도 (천주)",2023.11,997312
