"산업별(1)","산업별(2)",시점,데이터
"기계・장비","소계",2008.06,617.51
"기계・장비","소계",2008.07,590.36
"기계・장비","소계",2008.08,507.5
"기계・장비","소계",2008.09,465.01
"기계・장비","소계",2008.10,286.34
"기계・장비","소계",2008.11,287.42
"기계・장비","소계",2008.12,296.66
"기계・장비","소계",2009.01,323.19
"기계・장비","소계",2009.02,338.45
"기계・장비","소계",2009.03,398.17
"기계・장비","소계",2009.04,441.14
"기계・장비","소계",2009.05,468.48
"기계・장비","소계",2009.06,418.5
"기계・장비","소계",2009.07,416.94
"기계・장비","소계",2009.08,417.31
"기계・장비","소계",2009.09,410.79
"기계・장비","소계",2009.10,402.41
"기계・장비","소계",2009.11,372.8
"기계・장비","소계",2009.12,424.16
"기계・장비","소계",2010.01,410.82
"기계・장비","소계",2010.02,410.28
"기계・장비","소계",2010.03,436.2
"기계・장비","소계",2010.04,460.46
"기계・장비","소계",2010.05,437.17
"기계・장비","소계",2010.06,442.37
"기계・장비","소계",2010.07,422.57
"기계・장비","소계",2010.08,429.21
"기계・장비","소계",2010.09,454.98
"기계・장비","소계",2010.10,527.14
"기계・장비","소계",2010.11,492.55
"기계・장비","소계",2010.12,508.27
"기계・장비","소계",2011.01,567.49
"기계・장비","소계",2011.02,579.78
"기계・장비","소계",2011.03,620.35
"기계・장비","소계",2011.04,601.23
"기계・장비","소계",2011.05,567.77
"기계・장비","소계",2011.06,528.96
"기계・장비","소계",2011.07,618.94
"기계・장비","소계",2011.08,558.11
"기계・장비","소계",2011.09,497.74
"기계・장비","소계",2011.10,520.59
"기계・장비","소계",2011.11,553.26
"기계・장비","소계",2011.12,576.35
"기계・장비","소계",2012.01,574.74
"기계・장비","소계",2012.02,629.83
"기계・장비","소계",2012.03,580.71
"기계・장비","소계",2012.04,546.36
"기계・장비","소계",2012.05,523.81
"기계・장비","소계",2012.06,520.46
"기계・장비","소계",2012.07,486.46
"기계・장비","소계",2012.08,527.51
"기계・장비","소계",2012.09,524.56
"기계・장비","소계",2012.10,485.48
"기계・장비","소계",2012.11,463.07
"기계・장비","소계",2012.12,469.67
"기계・장비","소계",2013.01,487.67
"기계・장비","소계",2013.02,528.34
"기계・장비","소계",2013.03,550.96
"기계・장비","소계",2013.04,545.46
"기계・장비","소계",2013.05,537.32
"기계・장비","소계",2013.06,450.51
"기계・장비","소계",2013.07,480.11
"기계・장비","소계",2013.08,455.52
"기계・장비","소계",2013.09,470.6
"기계・장비","소계",2013.10,469.12
"기계・장비","소계",2013.11,436.69
"기계・장비","소계",2013.12,408.73
"기계・장비","소계",2014.01,423.15
"기계・장비","소계",2014.02,411.37
"기계・장비","소계",2014.03,426.68
"기계・장비","소계",2014.04,444.13
"기계・장비","소계",2014.05,435.53
"기계・장비","소계",2014.06,427.98
"기계・장비","소계",2014.07,422.07
"기계・장비","소계",2014.08,431.08
"기계・장비","소계",2014.09,417.2
"기계・장비","소계",2014.10,408.39
"기계・장비","소계",2014.11,413.96
"기계・장비","소계",2014.12,410.45
"기계・장비","소계",2015.01,424.87
"기계・장비","소계",2015.02,453.98
"기계・장비","소계",2015.03,475.26
"기계・장비","소계",2015.04,482.63
"기계・장비","소계",2015.05,522.34
"기계・장비","소계",2015.06,521.87
"기계・장비","소계",2015.07,487.42
"기계・장비","소계",2015.08,481.69
"기계・장비","소계",2015.09,486.13
"기계・장비","소계",2015.10,489.96
"기계・장비","소계",2015.11,498.03
"기계・장비","소계",2015.12,491.7
"기계・장비","소계",2016.01,486.85
"기계・장비","소계",2016.02,496.8
"기계・장비","소계",2016.03,508.48
"기계・장비","소계",2016.04,538.34
"기계・장비","소계",2016.05,523.7
"기계・장비","소계",2016.06,518.18
"기계・장비","소계",2016.07,568.53
"기계・장비","소계",2016.08,544.97
"기계・장비","소계",2016.09,571.86
"기계・장비","소계",2016.10,554.77
"기계・장비","소계",2016.11,535.91
"기계・장비","소계",2016.12,596.26
"기계・장비","소계",2017.01,601.26
"기계・장비","소계",2017.02,580.7
"기계・장비","소계",2017.03,597.44
"기계・장비","소계",2017.04,616.55
"기계・장비","소계",2017.05,650.05
"기계・장비","소계",2017.06,674.15
"기계・장비","소계",2017.07,645.54
"기계・장비","소계",2017.08,631.55
"기계・장비","소계",2017.09,605.88
"기계・장비","소계",2017.10,608.08
"기계・장비","소계",2017.11,648.08
"기계・장비","소계",2017.12,634.73
"기계・장비","소계",2018.01,680.97
"기계・장비","소계",2018.02,658.26
"기계・장비","소계",2018.03,657.6
"기계・장비","소계",2018.04,673.74
"기계・장비","소계",2018.05,668.25
"기계・장비","소계",2018.06,637.53
"기계・장비","소계",2018.07,642.11
"기계・장비","소계",2018.08,622.27
"기계・장비","소계",2018.09,599.94
"기계・장비","소계",2018.10,495.96
"기계・장비","소계",2018.11,501.4
"기계・장비","소계",2018.12,486.65
"기계・장비","소계",2019.01,552.25
"기계・장비","소계",2019.02,551.26
"기계・장비","소계",2019.03,552
"기계・장비","소계",2019.04,568.85
"기계・장비","소계",2019.05,517.91
"기계・장비","소계",2019.06,522.06
"기계・장비","소계",2019.07,477.4
"기계・장비","소계",2019.08,466.08
"기계・장비","소계",2019.09,485.08
"기계・장비","소계",2019.10,510.29
"기계・장비","소계",2019.11,493.28
"기계・장비","소계",2019.12,540.86
"기계・장비","소계",2020.01,498.59
"기계・장비","소계",2020.02,466.73
"기계・장비","소계",2020.03,379.24
"기계・장비","소계",2020.04,450.57
"기계・장비","소계",2020.05,503.1
"기계・장비","소계",2020.06,499.89
"기계・장비","소계",2020.07,532.71
"기계・장비","소계",2020.08,548.66
"기계・장비","소계",2020.09,587.75
"기계・장비","소계",2020.10,557.59
"기계・장비","소계",2020.11,635.15
"기계・장비","소계",2020.12,662.15
"기계・장비","소계",2021.01,662.43
"기계・장비","소계",2021.02,648.42
"기계・장비","소계",2021.03,656.33
"기계・장비","소계",2021.04,685.49
"기계・장비","소계",2021.05,669.41
"기계・장비","소계",2021.06,680.5
"기계・장비","소계",2021.07,675.49
"기계・장비","소계",2021.08,641.56
"기계・장비","소계",2021.09,620.87
"기계・장비","소계",2021.10,608.96
"기계・장비","소계",2021.11,553.4
"기계・장비","소계",2021.12,631.72
"기계・장비","소계",2022.01,587.14
"기계・장비","소계",2022.02,590.44
"기계・장비","소계",2022.03,623.81
"기계・장비","소계",2022.04,611.9
"기계・장비","소계",2022.05,623.42
"기계・장비","소계",2022.06,549.08
"기계・장비","소계",2022.07,562.57
"기계・장비","소계",2022.08,588.05
"기계・장비","소계",2022.09,483.48
"기계・장비","소계",2022.10,500.96
"기계・장비","소계",2022.11,541.03
"기계・장비","소계",2022.12,475.67
"기계・장비","소계",2023.01,559.56
"기계・장비","소계",2023.02,576.89
"기계・장비","소계",2023.03,651.64
"기계・장비","소계",2023.04,601.28
"기계・장비","소계",2023.05,614.4
"기계・장비","소계",2023.06,633.84
"기계・장비","소계",2023.07,660.87
"기계・장비","소계",2023.08,659.22
"기계・장비","소계",2023.09,621.1
"기계・장비","소계",2023.10,513
"기계・장비","소계",2023.11,573.82
"기계・장비","소계",2023.12,577.36
"기계・장비","소계",2024.01,525.94
"기계・장비","소계",2024.02,550.3
"기계・장비","소계",2024.03,581.62
"기계・장비","소계",2024.04,540.53
"기계・장비","소계",2024.05,524.4
"기계・장비","소계",2024.06,516.13
"일반전기전자","소계",2001.01,4144.7
"일반전기전자","소계",2001.02,4074.8
"일반전기전자","소계",2001.03,3469.8
"일반전기전자","소계",2001.04,3966.8
"일반전기전자","소계",2001.05,3998.5
"일반전기전자","소계",2001.06,3673.6
"일반전기전자","소계",2001.07,3304.9
"일반전기전자","소계",2001.08,3013
"일반전기전자","소계",2001.09,2289.4
"일반전기전자","소계",2001.10,2811.6
"일반전기전자","소계",2001.11,2864.3
"일반전기전자","소계",2001.12,2745.4
"일반전기전자","소계",2002.01,2806.8
"일반전기전자","소계",2002.02,2935.4
"일반전기전자","소계",2002.03,3906.1
"일반전기전자","소계",2002.04,3116.6
"일반전기전자","소계",2002.05,2892.6
"일반전기전자","소계",2002.06,2387.6
"일반전기전자","소계",2002.07,2362.8
"일반전기전자","소계",2002.08,2542
"일반전기전자","소계",2002.09,1985.1
"일반전기전자","소계",2002.10,2167.6
"일반전기전자","소계",2002.11,2196.4
"일반전기전자","소계",2002.12,1849.9
"일반전기전자","소계",2003.01,1743.9
"일반전기전자","소계",2003.02,1701.4
"일반전기전자","소계",2003.03,1478.4
"일반전기전자","소계",2003.04,1613
"일반전기전자","소계",2003.05,1824.2
"일반전기전자","소계",2003.06,1886.9
"일반전기전자","소계",2003.07,1801.6
"일반전기전자","소계",2003.08,1773.9
"일반전기전자","소계",2003.09,1644.7
"일반전기전자","소계",2003.10,1654.3
"일반전기전자","소계",2003.11,1611.1
"일반전기전자","소계",2003.12,1553.1
"일반전기전자","소계",2004.01,1402.6
"일반전기전자","소계",2004.02,1348.5
"일반전기전자","소계",2004.03,1414.9
"일반전기전자","소계",2004.04,1567
"일반전기전자","소계",2004.05,1396.08
"일반전기전자","소계",2004.06,1263.25
"일반전기전자","소계",2004.07,1111.98
"일반전기전자","소계",2004.08,1121.54
"일반전기전자","소계",2004.09,1069.36
"일반전기전자","소계",2004.10,1007.45
"일반전기전자","소계",2004.11,1111.68
"일반전기전자","소계",2004.12,1096.68
"일반전기전자","소계",2005.01,1401.67
"일반전기전자","소계",2005.02,1519.7
"일반전기전자","소계",2005.03,1350.46
"일반전기전자","소계",2005.04,1325.42
"일반전기전자","소계",2005.05,1477.49
"일반전기전자","소계",2005.06,1463.81
"일반전기전자","소계",2005.07,1606.36
"일반전기전자","소계",2005.08,1468.93
"일반전기전자","소계",2005.09,1613.9
"일반전기전자","소계",2005.10,1536.19
"일반전기전자","소계",2005.11,1792.28
"일반전기전자","소계",2005.12,1672.75
"일반전기전자","소계",2006.01,1631.15
"일반전기전자","소계",2006.02,1630.76
"일반전기전자","소계",2006.03,1535.33
"일반전기전자","소계",2006.04,1519.8
"일반전기전자","소계",2006.05,1422.56
"일반전기전자","소계",2006.06,1237.92
"일반전기전자","소계",2006.07,1094.68
"일반전기전자","소계",2006.08,1090.03
"일반전기전자","소계",2006.09,1137.34
"일반전기전자","소계",2006.10,1073.7
"일반전기전자","소계",2006.11,1074.43
"일반전기전자","소계",2006.12,962.09
"일반전기전자","소계",2007.01,978.61
"일반전기전자","소계",2007.02,992.7
"일반전기전자","소계",2007.03,1096.62
"일반전기전자","소계",2007.04,1237.4
"일반전기전자","소계",2007.05,1416.74
"일반전기전자","소계",2007.06,1404.87
"일반전기전자","소계",2007.07,1401.49
"일반전기전자","소계",2007.08,1319.06
"일반전기전자","소계",2007.09,1267.06
"일반전기전자","소계",2007.10,1079.87
"일반전기전자","소계",2007.11,964.09
"일반전기전자","소계",2007.12,927.88
"일반전기전자","소계",2008.01,807.17
"일반전기전자","소계",2008.02,928.76
"일반전기전자","소계",2008.03,898.05
"일반전기전자","소계",2008.04,842.58
"일반전기전자","소계",2008.05,859.13
"일반전기전자","소계",2008.06,707.16
"일반전기전자","소계",2008.07,649.67
"일반전기전자","소계",2008.08,564.54
"일반전기전자","소계",2008.09,546.69
"일반전기전자","소계",2008.10,353.96
"일반전기전자","소계",2008.11,352.05
"일반전기전자","소계",2008.12,382.75
"일반전기전자","소계",2009.01,418.65
"일반전기전자","소계",2009.02,466.22
"일반전기전자","소계",2009.03,493.63
"일반전기전자","소계",2009.04,618.45
"일반전기전자","소계",2009.05,660.36
"일반전기전자","소계",2009.06,575.81
"일반전기전자","소계",2009.07,603.83
"일반전기전자","소계",2009.08,572.77
"일반전기전자","소계",2009.09,575.62
"일반전기전자","소계",2009.10,560.95
"일반전기전자","소계",2009.11,551.77
"일반전기전자","소계",2009.12,636.61
"일반전기전자","소계",2010.01,703.4
"일반전기전자","소계",2010.02,739.81
"일반전기전자","소계",2010.03,734.17
"일반전기전자","소계",2010.04,716.41
"일반전기전자","소계",2010.05,702.7
"일반전기전자","소계",2010.06,617.97
"일반전기전자","소계",2010.07,618.83
"일반전기전자","소계",2010.08,578.37
"일반전기전자","소계",2010.09,580.64
"일반전기전자","소계",2010.10,630.21
"일반전기전자","소계",2010.11,563.05
"일반전기전자","소계",2010.12,563.04
"일반전기전자","소계",2011.01,548.64
"일반전기전자","소계",2011.02,514.37
"일반전기전자","소계",2011.03,478.6
"일반전기전자","소계",2011.04,476.4
"일반전기전자","소계",2011.05,424.57
"일반전기전자","소계",2011.06,423.22
"일반전기전자","소계",2011.07,431.75
"일반전기전자","소계",2011.08,372.19
"일반전기전자","소계",2011.09,319.09
"일반전기전자","소계",2011.10,349.82
"일반전기전자","소계",2011.11,341.18
"일반전기전자","소계",2011.12,381.69
"일반전기전자","소계",2012.01,399.02
"일반전기전자","소계",2012.02,456
"일반전기전자","소계",2012.03,447.52
"일반전기전자","소계",2012.04,411.34
"일반전기전자","소계",2012.05,413.84
"일반전기전자","소계",2012.06,455.48
"일반전기전자","소계",2012.07,434.55
"일반전기전자","소계",2012.08,474.89
"일반전기전자","소계",2012.09,463.35
"일반전기전자","소계",2012.10,421.7
"일반전기전자","소계",2012.11,404.6
"일반전기전자","소계",2012.12,379.83
"일반전기전자","소계",2013.01,416.19
"일반전기전자","소계",2013.02,401.47
"일반전기전자","소계",2013.03,419.43
"일반전기전자","소계",2013.04,435.36
"일반전기전자","소계",2013.05,477.62
"일반전기전자","소계",2013.06,432.05
"일반전기전자","소계",2013.07,439.03
"일반전기전자","소계",2013.08,419.94
"일반전기전자","소계",2013.09,452.4
"일반전기전자","소계",2013.10,469.25
"일반전기전자","소계",2013.11,442.39
"일반전기전자","소계",2013.12,436.11
"일반전기전자","소계",2014.01,434.76
"일반전기전자","소계",2014.02,469.83
"일반전기전자","소계",2014.03,502.66
"일반전기전자","소계",2014.04,538.89
"일반전기전자","소계",2014.05,552.79
"일반전기전자","소계",2014.06,524.17
"일반전기전자","소계",2014.07,484.03
"일반전기전자","소계",2014.08,473.29
"일반전기전자","소계",2014.09,487.26
"일반전기전자","소계",2014.10,497.25
"일반전기전자","소계",2014.11,469.6
"일반전기전자","소계",2014.12,481.81
"일반전기전자","소계",2015.01,527.72
"일반전기전자","소계",2015.02,599.58
"일반전기전자","소계",2015.03,626.97
"일반전기전자","소계",2015.04,687.18
"일반전기전자","소계",2015.05,706.7
"일반전기전자","소계",2015.06,689.86
"일반전기전자","소계",2015.07,695.56
"일반전기전자","소계",2015.08,644.43
"일반전기전자","소계",2015.09,666.98
"일반전기전자","소계",2015.10,715.48
"일반전기전자","소계",2015.11,699.76
"일반전기전자","소계",2015.12,692.04
"일반전기전자","소계",2016.01,643.53
"일반전기전자","소계",2016.02,619.74
"일반전기전자","소계",2016.03,650.76
"일반전기전자","소계",2016.04,691.68
"일반전기전자","소계",2016.05,667.76
"일반전기전자","소계",2016.06,645.45
"일반전기전자","소계",2016.07,667.71
"일반전기전자","소계",2016.08,625.56
"일반전기전자","소계",2016.09,655.94
"일반전기전자","소계",2016.10,603.95
"일반전기전자","소계",2016.11,591.62
"일반전기전자","소계",2016.12,628.55
"일반전기전자","소계",2017.01,616.7
"일반전기전자","소계",2017.02,620.4
"일반전기전자","소계",2017.03,643.85
"일반전기전자","소계",2017.04,638.66
"일반전기전자","소계",2017.05,652.31
"일반전기전자","소계",2017.06,669.15
"일반전기전자","소계",2017.07,643.39
"일반전기전자","소계",2017.08,645.7
"일반전기전자","소계",2017.09,602.43
"일반전기전자","소계",2017.10,616.75
"일반전기전자","소계",2017.11,664.96
"일반전기전자","소계",2017.12,682.25
"일반전기전자","소계",2018.01,761.07
"일반전기전자","소계",2018.02,714.99
"일반전기전자","소계",2018.03,731.98
"일반전기전자","소계",2018.04,785.39
"일반전기전자","소계",2018.05,856.88
"일반전기전자","소계",2018.06,763.28
"일반전기전자","소계",2018.07,774.64
"일반전기전자","소계",2018.08,775.2
"일반전기전자","소계",2018.09,786.99
"일반전기전자","소계",2018.10,618.06
"일반전기전자","소계",2018.11,687
"일반전기전자","소계",2018.12,673.29
"일반전기전자","소계",2019.01,735.98
"일반전기전자","소계",2019.02,721.77
"일반전기전자","소계",2019.03,760.2
"일반전기전자","소계",2019.04,773.25
"일반전기전자","소계",2019.05,731.64
"일반전기전자","소계",2019.06,757.75
"일반전기전자","소계",2019.07,680.91
"일반전기전자","소계",2019.08,685.9
"일반전기전자","소계",2019.09,710.98
"일반전기전자","소계",2019.10,725.67
"일반전기전자","소계",2019.11,706.07
"일반전기전자","소계",2019.12,750.44
"일반전기전자","소계",2020.01,709.74
"일반전기전자","소계",2020.02,741.57
"일반전기전자","소계",2020.03,617.02
"일반전기전자","소계",2020.04,742.47
"일반전기전자","소계",2020.05,867.48
"일반전기전자","소계",2020.06,857.01
"일반전기전자","소계",2020.07,910.9
"일반전기전자","소계",2020.08,906.33
"일반전기전자","소계",2020.09,915.04
"일반전기전자","소계",2020.10,830.75
"일반전기전자","소계",2020.11,944.67
"일반전기전자","소계",2020.12,1023.22
"일반전기전자","소계",2021.01,1038
"일반전기전자","소계",2021.02,974.33
"일반전기전자","소계",2021.03,978.83
"일반전기전자","소계",2021.04,1026.31
"일반전기전자","소계",2021.05,1002.03
"일반전기전자","소계",2021.06,1098.46
"일반전기전자","소계",2021.07,1209.22
"일반전기전자","소계",2021.08,1234.03
"일반전기전자","소계",2021.09,1437.11
"일반전기전자","소계",2021.10,1333.68
"일반전기전자","소계",2021.11,1451.68
"일반전기전자","소계",2021.12,1483.64
"일반전기전자","소계",2022.01,1151.35
"일반전기전자","소계",2022.02,1215.43
"일반전기전자","소계",2022.03,1286.04
"일반전기전자","소계",2022.04,1360.76
"일반전기전자","소계",2022.05,1402.98
"일반전기전자","소계",2022.06,1193.49
"일반전기전자","소계",2022.07,1281.98
"일반전기전자","소계",2022.08,1301.38
"일반전기전자","소계",2022.09,1059.29
"일반전기전자","소계",2022.10,1254.55
"일반전기전자","소계",2022.11,1310.15
"일반전기전자","소계",2022.12,1101.61
"일반전기전자","소계",2023.01,1191.47
"일반전기전자","소계",2023.02,1587.1
"일반전기전자","소계",2023.03,1997.4
"일반전기전자","소계",2023.04,2200.79
"일반전기전자","소계",2023.05,2164.99
"일반전기전자","소계",2023.06,2163.5
"일반전기전자","소계",2023.07,2981.04
"일반전기전자","소계",2023.08,2478.98
"일반전기전자","소계",2023.09,2013.86
"일반전기전자","소계",2023.10,1621.49
"일반전기전자","소계",2023.11,2100.89
"일반전기전자","소계",2023.12,2288.53
"일반전기전자","소계",2024.01,1819.99
"일반전기전자","소계",2024.02,2176.9
"일반전기전자","소계",2024.03,2190.34
"일반전기전자","소계",2024.04,1982.54
"일반전기전자","소계",2024.05,1764.76
"일반전기전자","소계",2024.06,1700.15
"의료・정밀기기","소계",2001.01,3816
"의료・정밀기기","소계",2001.02,3468.1
"의료・정밀기기","소계",2001.03,2946.6
"의료・정밀기기","소계",2001.04,3051.4
"의료・정밀기기","소계",2001.05,3120
"의료・정밀기기","소계",2001.06,2961.1
"의료・정밀기기","소계",2001.07,2460.7
"의료・정밀기기","소계",2001.08,2223
"의료・정밀기기","소계",2001.09,1900.5
"의료・정밀기기","소계",2001.10,2358.7
"의료・정밀기기","소계",2001.11,2180.5
"의료・정밀기기","소계",2001.12,2215.5
"의료・정밀기기","소계",2002.01,2152.3
"의료・정밀기기","소계",2002.02,2145.4
"의료・정밀기기","소계",2002.03,2718.7
"의료・정밀기기","소계",2002.04,1976.8
"의료・정밀기기","소계",2002.05,1834.1
"의료・정밀기기","소계",2002.06,1538.8
"의료・정밀기기","소계",2002.07,1630.9
"의료・정밀기기","소계",2002.08,1667.7
"의료・정밀기기","소계",2002.09,1316.5
"의료・정밀기기","소계",2002.10,1391.8
"의료・정밀기기","소계",2002.11,1397
"의료・정밀기기","소계",2002.12,1277.6
"의료・정밀기기","소계",2003.01,1183.5
"의료・정밀기기","소계",2003.02,1240
"의료・정밀기기","소계",2003.03,1069.4
"의료・정밀기기","소계",2003.04,1273.4
"의료・정밀기기","소계",2003.05,1353.7
"의료・정밀기기","소계",2003.06,1603.5
"의료・정밀기기","소계",2003.07,1843.4
"의료・정밀기기","소계",2003.08,1970.1
"의료・정밀기기","소계",2003.09,1677.1
"의료・정밀기기","소계",2003.10,1657.7
"의료・정밀기기","소계",2003.11,1588.8
"의료・정밀기기","소계",2003.12,1522.6
"의료・정밀기기","소계",2004.01,1551.7
"의료・정밀기기","소계",2004.02,1667.8
"의료・정밀기기","소계",2004.03,1700.1
"의료・정밀기기","소계",2004.04,1705.7
"의료・정밀기기","소계",2004.05,1434.46
"의료・정밀기기","소계",2004.06,1381
"의료・정밀기기","소계",2004.07,1141.04
"의료・정밀기기","소계",2004.08,1188.47
"의료・정밀기기","소계",2004.09,1119.92
"의료・정밀기기","소계",2004.10,978.16
"의료・정밀기기","소계",2004.11,1068.37
"의료・정밀기기","소계",2004.12,1076.92
"의료・정밀기기","소계",2005.01,1428.27
"의료・정밀기기","소계",2005.02,1483.9
"의료・정밀기기","소계",2005.03,1269.75
"의료・정밀기기","소계",2005.04,1155.34
"의료・정밀기기","소계",2005.05,1234.15
"의료・정밀기기","소계",2005.06,1362.45
"의료・정밀기기","소계",2005.07,1611.82
"의료・정밀기기","소계",2005.08,1451.73
"의료・정밀기기","소계",2005.09,1595.81
"의료・정밀기기","소계",2005.10,1600.92
"의료・정밀기기","소계",2005.11,2461.79
"의료・정밀기기","소계",2005.12,2084.43
"의료・정밀기기","소계",2006.01,1983.1
"의료・정밀기기","소계",2006.02,1963.32
"의료・정밀기기","소계",2006.03,1827.21
"의료・정밀기기","소계",2006.04,1713.19
"의료・정밀기기","소계",2006.05,1646.35
"의료・정밀기기","소계",2006.06,1541.13
"의료・정밀기기","소계",2006.07,1510.9
"의료・정밀기기","소계",2006.08,1541.97
"의료・정밀기기","소계",2006.09,1603.23
"의료・정밀기기","소계",2006.10,1429
"의료・정밀기기","소계",2006.11,1492.4
"의료・정밀기기","소계",2006.12,1390.26
"의료・정밀기기","소계",2007.01,1467.18
"의료・정밀기기","소계",2007.02,1708.23
"의료・정밀기기","소계",2007.03,2157.71
"의료・정밀기기","소계",2007.04,2284.16
"의료・정밀기기","소계",2007.05,2627.9
"의료・정밀기기","소계",2007.06,2376.96
"의료・정밀기기","소계",2007.07,2295.04
"의료・정밀기기","소계",2007.08,2235.59
"의료・정밀기기","소계",2007.09,2303.57
"의료・정밀기기","소계",2007.10,2299.77
"의료・정밀기기","소계",2007.11,2106.99
"의료・정밀기기","소계",2007.12,1905.76
"의료・정밀기기","소계",2008.01,1455.52
"의료・정밀기기","소계",2008.02,1655.18
"의료・정밀기기","소계",2008.03,1546.13
"의료・정밀기기","소계",2008.04,1520.64
"의료・정밀기기","소계",2008.05,1422.29
"의료・정밀기기","소계",2008.06,1349.59
"의료・정밀기기","소계",2008.07,1249.42
"의료・정밀기기","소계",2008.08,1088.74
"의료・정밀기기","소계",2008.09,925.99
"의료・정밀기기","소계",2008.10,603.42
"의료・정밀기기","소계",2008.11,579.47
"의료・정밀기기","소계",2008.12,631.95
"의료・정밀기기","소계",2009.01,661.37
"의료・정밀기기","소계",2009.02,654.48
"의료・정밀기기","소계",2009.03,763.44
"의료・정밀기기","소계",2009.04,918.83
"의료・정밀기기","소계",2009.05,954.54
"의료・정밀기기","소계",2009.06,928.49
"의료・정밀기기","소계",2009.07,958.28
"의료・정밀기기","소계",2009.08,934.58
"의료・정밀기기","소계",2009.09,881.02
"의료・정밀기기","소계",2009.10,852.78
"의료・정밀기기","소계",2009.11,760.35
"의료・정밀기기","소계",2009.12,849.95
"의료・정밀기기","소계",2010.01,852.39
"의료・정밀기기","소계",2010.02,903.17
"의료・정밀기기","소계",2010.03,889.09
"의료・정밀기기","소계",2010.04,814.44
"의료・정밀기기","소계",2010.05,744.57
"의료・정밀기기","소계",2010.06,711.03
"의료・정밀기기","소계",2010.07,726.41
"의료・정밀기기","소계",2010.08,698.91
"의료・정밀기기","소계",2010.09,709.24
"의료・정밀기기","소계",2010.10,769.09
"의료・정밀기기","소계",2010.11,684.53
"의료・정밀기기","소계",2010.12,737.12
"의료・정밀기기","소계",2011.01,752.72
"의료・정밀기기","소계",2011.02,724.54
"의료・정밀기기","소계",2011.03,756.43
"의료・정밀기기","소계",2011.04,709.54
"의료・정밀기기","소계",2011.05,662.33
"의료・정밀기기","소계",2011.06,650.09
"의료・정밀기기","소계",2011.07,794.6
"의료・정밀기기","소계",2011.08,731.48
"의료・정밀기기","소계",2011.09,568.18
"의료・정밀기기","소계",2011.10,653.48
"의료・정밀기기","소계",2011.11,717.84
"의료・정밀기기","소계",2011.12,749.72
"의료・정밀기기","소계",2012.01,728.88
"의료・정밀기기","소계",2012.02,777.17
"의료・정밀기기","소계",2012.03,740.91
"의료・정밀기기","소계",2012.04,702.97
"의료・정밀기기","소계",2012.05,672.4
"의료・정밀기기","소계",2012.06,737.22
"의료・정밀기기","소계",2012.07,737.41
"의료・정밀기기","소계",2012.08,864.97
"의료・정밀기기","소계",2012.09,951.78
"의료・정밀기기","소계",2012.10,974.13
"의료・정밀기기","소계",2012.11,967.67
"의료・정밀기기","소계",2012.12,936.98
"의료・정밀기기","소계",2013.01,998.32
"의료・정밀기기","소계",2013.02,1081.43
"의료・정밀기기","소계",2013.03,1170.8
"의료・정밀기기","소계",2013.04,1274.71
"의료・정밀기기","소계",2013.05,1238.68
"의료・정밀기기","소계",2013.06,1068.49
"의료・정밀기기","소계",2013.07,1138.48
"의료・정밀기기","소계",2013.08,1074.12
"의료・정밀기기","소계",2013.09,1165.62
"의료・정밀기기","소계",2013.10,1174.02
"의료・정밀기기","소계",2013.11,1104.9
"의료・정밀기기","소계",2013.12,1033.12
"의료・정밀기기","소계",2014.01,1104.31
"의료・정밀기기","소계",2014.02,1126.21
"의료・정밀기기","소계",2014.03,1181.68
"의료・정밀기기","소계",2014.04,1189.64
"의료・정밀기기","소계",2014.05,1168.46
"의료・정밀기기","소계",2014.06,1158.89
"의료・정밀기기","소계",2014.07,1196.64
"의료・정밀기기","소계",2014.08,1269.04
"의료・정밀기기","소계",2014.09,1352.48
"의료・정밀기기","소계",2014.10,1437.15
"의료・정밀기기","소계",2014.11,1373.21
"의료・정밀기기","소계",2014.12,1372.23
"의료・정밀기기","소계",2015.01,1538.48
"의료・정밀기기","소계",2015.02,1543.74
"의료・정밀기기","소계",2015.03,1528.74
"의료・정밀기기","소계",2015.04,1582.22
"의료・정밀기기","소계",2015.05,1720.94
"의료・정밀기기","소계",2015.06,2050.63
"의료・정밀기기","소계",2015.07,1959.64
"의료・정밀기기","소계",2015.08,1858.6
"의료・정밀기기","소계",2015.09,1865.51
"의료・정밀기기","소계",2015.10,1969.46
"의료・정밀기기","소계",2015.11,1936.68
"의료・정밀기기","소계",2015.12,2034.08
"의료・정밀기기","소계",2016.01,2196.44
"의료・정밀기기","소계",2016.02,2101.76
"의료・정밀기기","소계",2016.03,2124.1
"의료・정밀기기","소계",2016.04,2091.54
"의료・정밀기기","소계",2016.05,2091.53
"의료・정밀기기","소계",2016.06,2061.74
"의료・정밀기기","소계",2016.07,2182.07
"의료・정밀기기","소계",2016.08,1989.56
"의료・정밀기기","소계",2016.09,2017.65
"의료・정밀기기","소계",2016.10,1826.61
"의료・정밀기기","소계",2016.11,1739.78
"의료・정밀기기","소계",2016.12,1796.15
"의료・정밀기기","소계",2017.01,1734.83
"의료・정밀기기","소계",2017.02,1686.19
"의료・정밀기기","소계",2017.03,1648.88
"의료・정밀기기","소계",2017.04,1718.08
"의료・정밀기기","소계",2017.05,1692.03
"의료・정밀기기","소계",2017.06,1665.88
"의료・정밀기기","소계",2017.07,1664.49
"의료・정밀기기","소계",2017.08,1697.9
"의료・정밀기기","소계",2017.09,1578.58
