"시점",제조업,음식료・담배,섬유・의류,종이・목재,출판・매체복제,화학,제약,비금속,금속,기계・장비,일반전기전자,의료・정밀기기,운송장비・부품,기타제조업,건설,유통,운송,금융,오락・문화,기타서비스,통신방송서비스,통신방송서비스,IT S/W & SVC,IT S/W & SVC,IT S/W & SVC,IT S/W & SVC,IT H/W,IT H/W,IT H/W,IT H/W
"시점",소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,소계,통신서비스,방송서비스,인터넷,디지털컨텐츠,소프트웨어,컴퓨터서비스,통신장비,정보기기,반도체,IT부품
"2008.08",1230.57,3714.58,506.72,809.78,491.87,2256.17,1415.5,17225.23,4541.83,507.5,564.54,1088.74,4049.9,708.25,93.81,439.05,3732.75,426.55,335.49,2121.2,882.97,2388.44,11086.09,621.7,195.15,213.04,248.99,41.49,628.79,637.43
"2008.09",1145.31,3735.11,481.62,778.52,477.86,2080.49,1361.64,16609.64,4180.72,465.01,546.69,925.99,3910.9,629.53,98.75,398.11,3466.93,407.46,310,1887.15,739.92,2372.64,10641.36,594.42,185.38,202.04,236.79,38.28,618.51,591.05
"2008.10",750.7,2707.34,258.39,537.06,332.52,1453.58,908.26,11289.51,2643.36,286.34,353.96,603.42,2668.02,495.29,54.38,276.79,2427.99,341.02,199.63,1353.1,650.15,1595.98,8997.86,395.77,115.36,134.98,164.73,25.1,404.92,400.44
"2008.11",773.16,2900.63,257.51,528.32,388.89,1462.25,972.57,10513.28,2862.64,287.42,352.05,579.47,2214.93,474.38,59.43,280.11,2197.3,384.22,224.53,1422.77,616.46,1540.46,8254.13,451.67,113.39,138.9,156.59,23.86,388.8,388.66
"2008.12",846.09,3248.19,229.75,526.43,384.79,1572.39,1139.46,10817.36,3237.65,296.66,382.75,631.95,2300.6,505.39,73.37,284.26,2224.41,399.4,223.9,1602.16,635.59,1617.25,9064.12,481.89,119.99,147.5,173.71,22.44,421.06,410.09
"2009.01",963.27,3381.91,229.86,585.58,444.98,1671.45,1257.99,11149.75,4088.18,323.19,418.65,661.37,2590.55,528.02,71.38,302.72,2251.19,449.14,226.36,1632.93,700.79,1682.77,10021.19,512.81,126.68,152.7,179.22,23.66,493.08,465.79
"2009.02",933.22,3081.2,260.67,645.01,407.05,1631.97,1277.03,11237.07,3650.82,338.45,466.22,654.48,2530.87,505.69,67.7,299.92,2319.95,414.74,216.13,1698.76,599.07,1730.84,9302.93,536.03,129.1,142.93,177.05,22.39,565.2,500.6
"2009.03",1080.29,3623.03,286.85,719.19,407.35,1920.04,1618.25,12015.37,4019.03,398.17,493.63,763.44,3178.67,554.54,80.27,315.79,2658.4,477.77,225.42,1929.21,601.56,1883.77,10285.13,628.28,145.63,161.58,201.33,25.06,710.86,653.68
"2009.04",1265.82,3986.31,389.14,901.63,508.89,2394.43,1892.2,13656.88,4677.28,441.14,618.45,918.83,3856.5,622.95,99.49,396.16,3140.35,560.21,243.78,2138.21,707.8,2385,11999.88,786.75,194.09,201.1,243.21,35,768.89,830.1
"2009.05",1350.78,4239.45,363.56,875.68,591.3,2348.06,1939,13238.69,5372.08,468.48,660.36,954.54,3969.53,757.78,103.73,442.51,3609.93,530.74,256.29,2242.95,719.14,2535.38,13287.24,928.44,204.97,221.59,241.32,35.86,797.17,839.05
"2009.06",1215.56,4034.01,356.7,782.84,685.27,2106.73,1879.27,13425.4,4335.86,418.5,575.81,928.49,3798.9,699.81,87.83,395.63,3454.26,512.79,260.17,2257.47,652.85,2180.02,12720.35,827,177.56,207.18,230.7,32.78,734.73,777.82
"2009.07",1239.54,4011.42,373.21,838.61,660.26,2261.21,1914.24,13309.9,4355.73,416.94,603.83,958.28,4106.7,753.85,91.94,411.11,3431.24,561.07,271.48,2323.46,682.67,2227.37,12626.33,881.82,207.32,216.5,241.32,33.05,794.98,808.07
"2009.08",1252.51,4321.31,398.54,852.08,639.69,2619.34,2009.62,12991.77,4102.82,417.31,572.77,934.58,4226.87,693.23,96.99,424.95,3195.22,541.51,256.72,2308.31,661.36,2426.43,11933.87,835.48,201.75,208.3,228.57,31.47,938.13,863.95
"2009.09",1189.38,4118.08,336.63,777.13,673.41,2332.82,1861.29,12609.5,3931.82,410.79,575.62,881.02,4009.18,685.5,95.9,412.75,3159.99,501.41,299.66,2231.15,686.44,2530.16,12603.53,896.08,201.11,209.25,225.02,32.04,951.65,848.39
"2009.10",1177.9,4235.83,388.33,749.08,598.93,2265.39,1800.01,12681.73,4060.14,402.41,560.95,852.78,3787.15,631.94,90.26,382.22,3036.17,469.46,245.26,2143.71,650.69,2587.87,12146.09,828.78,193.39,196.44,213.8,26.72,914.21,805.21
"2009.11",1111.96,4234.42,295.45,730.79,501.64,2164.44,1611.76,12939.83,3926.58,372.8,551.77,760.35,3976.85,686.09,87.74,358.71,2799.29,446.53,234.88,2117.68,595.78,2629.23,13127.52,862.41,180.57,185.98,206.64,24.42,868.09,737.23
"2009.12",1194.32,4483.63,265.5,758.59,565.45,2391.81,1742.81,13079.92,3973.34,424.16,636.61,849.95,4408.68,751.07,94.68,367.43,2849.99,490.89,232.61,2185.83,636.67,2633.43,16819.69,964.7,229.51,205.42,250.71,30.24,995.79,865.3
"2010.01",1167.3,4029.82,260.6,768.22,571.7,2250.28,1750.45,12379.45,3862.98,410.82,703.4,852.39,4170.05,778.48,85.67,360.08,3050.26,453.96,228.06,2062.77,691.23,2287.55,16783.72,850.88,220.15,215.16,231.75,28.46,956.27,870.11
"2010.02",1197.3,4096.9,263.55,762.91,654.73,2319.07,1832.65,13345.12,3843.25,410.28,739.81,903.17,4430.62,806.07,82.57,370.35,3101.06,468.36,214.81,2091.97,705.91,2378.46,16916.06,887.66,233.76,234.81,240.97,28.98,937.37,881.15
"2010.03",1234.41,4125.59,283.44,837.14,705.33,2388.32,1884.77,15234.8,3865.43,436.2,734.17,889.09,4687.45,868.56,82.84,369.28,3492.37,448.05,219.34,2065.13,742.01,2368.58,15547.36,867.08,223.55,226.45,231.95,25.95,1040.16,911.84
"2010.04",1243.27,4394.04,274.54,826.76,697.44,2498.31,1903.85,14667.56,3775.49,460.46,716.41,814.44,4752.86,848.1,76.22,366.72,3375.85,451.63,207.13,2041.59,730.43,2507.84,17150.9,900.79,214.15,217.17,223.96,24.84,1183.46,909.23
"2010.05",1149.91,4416,225.69,753.23,770.41,2291.8,1815.57,15841.59,3071.4,437.17,702.7,744.57,4814.68,799.7,70.16,343.94,2881.19,407.28,197.95,1918.1,752.5,2550.81,17194.11,848.83,184.68,185.15,206.18,22.82,1147.23,835.05
"2010.06",1152.81,4628.22,215.41,749.18,802.86,2297.41,1829.15,18357.46,3088.66,442.37,617.97,711.03,4787.39,807.32,68.39,352.79,3011.68,403.51,200.44,1938.62,749.32,2675.74,18203.7,816.99,182.73,187.88,198.48,22.46,1166.8,810.87
"2010.07",1141.75,4687.97,208.38,784.1,799.02,2276.36,1772.21,18797.76,3147.58,422.57,618.83,726.41,4749.17,809.54,66.52,343.86,3668.43,401.64,188.81,1887.54,686.23,2930.16,17546.47,789.15,175.1,203.85,198.47,20.95,1117.08,796.11
"2010.08",1137.32,4912.37,216.26,865.36,903.76,2162.49,1846.98,20874.61,2997.37,429.21,578.37,698.91,4458.99,768.91,70.51,314.64,3435.31,391.28,187.04,1837.79,691.77,3153.99,15742.08,745.26,165.71,208.38,192.81,13.52,1003.19,779.48
"2010.09",1224.15,4920.38,218.38,872.92,898.32,2374.71,1957.04,25081.93,3381.15,454.98,580.64,709.24,5086.79,821.47,74.84,321.84,3782.28,397.33,200.43,1869.26,706.35,3171.33,17197.8,817.75,169.42,241.7,192.93,13.27,1091.28,807.2
"2010.10",1329.17,5221.42,246.47,879.22,1052.79,2544.72,2134.79,26309.54,3470.99,527.14,630.21,769.09,5671.73,802.73,81.87,346.62,3811.83,411.82,215.46,1944.75,718.02,3513.3,18005.66,885.07,183.23,230.22,214.41,13.7,1115.91,892.77
"2010.11",1268.39,5019.91,237.74,777.9,971.56,2348.7,2359.48,26363.21,3063.56,492.55,563.05,684.53,5141.33,778.87,74.18,318.68,3318.38,389.72,208.14,1851.46,708.41,3471.91,16921.68,898.46,171.99,210.89,193.27,11.96,1066.32,818.36
"2010.12",1303.18,5584.41,218.32,830.17,949.74,2403.61,2407.86,27391.04,3150.75,508.27,563.04,737.12,5169.67,800,82.95,332.04,3538.84,392.45,198.57,1815.91,714.68,3277.69,17373.21,875.85,174.4,225.3,197.84,11.55,1116.85,858.99
"2011.01",1334.7,5956.85,220.45,785.2,987.09,2362.24,2453.02,24702.75,3071.9,567.49,548.64,752.72,5549.32,761.73,87.87,338.55,3231.65,390.25,206.79,1909.49,668.85,3644.92,17247.73,838.46,168.79,214.72,195.31,11.65,1167.78,888.73
"2011.02",1285.68,5456.54,231.75,762.76,964.22,2278.76,2347.93,23757.77,2823.7,579.78,514.37,724.54,5279.15,774.42,79.64,330.81,3171.45,360.41,213.19,1839.66,621.97,3431.98,17751.15,817.69,157.61,193.35,178.55,10.66,1203.81,849.89
"2011.03",1372.63,5957.06,239.26,798.17,868.19,2527.31,2535.47,27993.59,2968.68,620.35,478.6,756.43,5810.44,834.79,85.61,341.79,3174.65,364.7,223.71,1756.33,646.71,3584.67,18164.94,883.85,165.38,198.66,176.26,11.01,1264.75,856.94
"2011.04",1378.97,5770.13,227.88,894.91,969.54,2615.82,2561.02,30177.47,2953.76,601.23,476.4,709.54,6132.24,888.35,85.35,328.37,3205.44,349.3,247.53,1671.89,585.64,3736.78,18818.23,869.01,164.24,191.58,163.12,10.77,1139.4,818.78
"2011.05",1316.63,5581.96,198.46,765.29,923.3,2474.33,2464.44,29160.66,2885.86,567.77,424.57,662.33,6008.36,848.96,81.42,309.29,3002.35,340.48,257.22,1681.1,560.28,3863.07,17740.06,812.94,156.33,178.28,152.22,10.38,1035.57,747.38
"2011.06",1341.53,5503.78,192.96,978.47,1014.71,2397.6,2815.25,30193.11,2876.86,528.96,423.22,650.09,6063,870.89,78.75,312.42,2972.41,334.36,256.26,1662.64,562.9,3499.64,19452.01,826.52,148.67,177.94,142.18,10.47,1000.23,689.54
"2011.07",1527.53,5962.88,220,1096.72,1212.16,2705.32,3336.76,34658.77,3260.46,618.94,431.75,794.6,6035.97,928.29,86.88,347.15,3984.8,344.16,285.98,1771.43,608.7,3963.88,22689.18,1006.38,161.31,200.9,152.77,11.07,1080.04,747.97
"2011.08",1413,5328.36,190.58,1001.38,1477.02,2407.04,3278.84,34420.55,2863.98,558.11,372.19,731.48,5208.97,862.95,76.73,331.72,3599.97,328.94,318.35,1806.85,515.79,3823.05,22593.93,1065.4,154.64,179.51,135.23,9.77,884.69,628.42
"2011.09",1271.82,4546.07,173.97,897.02,1489.79,2058.03,3131.14,31145.94,2403.5,497.74,319.09,568.18,4998.69,718.38,65.62,300.84,2557.01,314.4,320.03,1545.58,482.39,3553.52,23744.1,1099.02,145.15,164.12,122.48,9.43,774.72,563.11
"2011.10",1345.14,5030.89,195.71,988.09,1692.59,2275.32,3093.45,31462.53,2670.89,520.59,349.82,653.48,5395.63,739.21,68.72,329,2923.6,323.49,322.52,1633.19,533.31,3840.64,23156.41,1177.64,173.65,205.6,135.26,9.75,895.99,682.99
"2011.11",1348.08,4924.16,208.93,860.96,1613.38,2277.93,3024.6,31076.44,2719.52,553.26,341.18,717.84,5014.29,767.59,67.19,329.51,3294.85,337.06,293.91,1510.45,494.61,3666.45,23122.26,1129.56,200.52,220.62,136.58,9.8,924.67,702.12
"2011.12",1407.88,5448.25,239.03,915.76,1608.57,2455.88,3177.14,34044.96,2765.65,576.35,381.69,749.72,4775.68,827.59,69.22,355.28,3332.03,353.64,296.3,1487.63,495.27,3579.1,19590.39,1029.31,227.29,224.06,132.87,9.8,913.64,702.18
"2012.01",1425.74,5380.39,238.08,1076.68,1738.3,2564.08,3139.58,32722.55,2894.78,574.74,399.02,728.88,4885.47,872.97,70.92,356.59,4272.94,377.05,342.83,1569.52,492.89,3722.45,22354.87,1038.49,227.1,213.99,140.36,10.82,969.35,733.55
"2012.02",1509,5856.64,257.59,1282.39,1844.49,2671.6,3013.52,32744.06,3287.14,629.83,456,777.17,5480.1,904.94,79.56,361.66,4644.47,412.81,338.09,1649.03,540.68,4033.64,20782.78,1068.29,230.62,222.88,153.88,11.52,1032.85,803.13
"2012.03",1439.1,5544.73,241.22,1234.93,1771.11,2613.39,2992.46,27616.86,3061.9,580.71,447.52,740.91,5286.27,952.92,80.01,365.63,4420.01,409.33,337.86,1563.5,530.5,3688.58,20820.84,1072,232.58,205.5,143.55,11.05,945.65,761.76
"2012.04",1323.29,5172.62,221.55,1002.33,1557.53,2313.26,2690.96,26599.81,2825.17,546.36,411.34,702.97,5113.32,893.68,73.67,334.3,3679.3,414.62,344.71,1463.82,500.55,3033.11,17642.99,980.28,220.34,201.56,137.58,10.57,844.43,725.37
"2012.05",1327.65,4960,209.4,982.91,1435.13,2242.09,3172.17,24797.89,2515.92,523.81,413.84,672.4,4958.38,854.22,70.98,322.13,3731.09,433.34,373.23,1360.49,450.55,2993.33,16570.88,1053.68,206.51,202.49,130.04,9.85,829.95,683.13
"2012.06",1357.85,5163.55,218.35,1000.24,1551.55,2353.14,3141.44,25468.54,2623.35,520.46,455.48,737.22,5213.93,855.77,71.11,348.38,4069.06,472.49,419.28,1410.75,469.56,2966.79,16975.76,1078.82,214.99,218.28,131.61,10,843.39,723.4
"2012.07",1285.7,4817.62,199.74,998.24,1413.51,2192.57,3003.14,24356.24,2494.7,486.46,434.55,737.41,4846.1,843.77,72.8,344.8,4143.52,453.98,405.5,1373.91,464.44,2855.1,17371.65,987.08,211.73,224.11,124.79,9.92,769.31,702.87
"2012.08",1401.73,5363.88,197.93,1080.12,1580.98,2369.33,3359.6,24683.38,2728.96,527.51,474.89,864.97,4891.82,884.17,74.45,358.33,4697.82,452.21,478.14,1460.85,511.11,3285.25,19015.55,1161.81,228.78,261.31,131.16,10.93,798.35,770.12
"2012.09",1425.81,5811.8,200.62,1102,1721.13,2361.68,3329.79,24542.5,2878.63,524.56,463.35,951.78,5111.66,938.03,78.53,368.28,4591.79,488.22,559.76,1597.14,571.94,3437.38,20623.54,1230.09,213.78,242.64,136.03,11.08,778.16,817.51
"2012.10",1375.9,5898.41,188.4,1097.32,1578.11,2345.14,3275.77,26441.81,2721.25,485.48,421.7,974.13,4536.47,993.85,72.18,355.84,4536.52,453.79,551.72,1573.05,591.62,3627.6,17874.15,1166.79,213.77,228.98,140.86,11.24,712.75,829.92
"2012.11",1326.24,5585.65,182.66,1040.26,1395.19,2345.53,3155.43,23727.86,2590.45,463.07,404.6,967.67,4569.42,976.01,69.88,352.35,4482.09,424.86,497.77,1490.35,643.23,3767.92,16152.61,1082.84,213.23,202.53,139.95,10.79,712.48,913.44
"2012.12",1336.44,5360.66,178.28,1067.59,1357.35,2275.65,3361.57,23390.28,2562.34,469.67,379.83,936.98,4432.92,963.83,66.92,337.09,3993.39,434.04,473.07,1514.28,633.87,3787.72,16478.09,1008.71,209.45,203.91,140.79,10.5,721.91,904.85
"2013.01",1349.53,5820.67,189.25,1122.58,1303.49,2132.53,3356.2,25867.77,2522.51,487.67,416.19,998.32,4373.39,938.41,72.74,331.63,4444.99,471.44,484.24,1512.51,671.25,4289.3,17401.45,950.48,216.08,205.85,145.49,11.3,750.05,879.46
"2013.02",1434.17,5861.08,206.14,1148.2,1359.87,2256.08,3644.91,23800.49,2657.7,528.34,401.47,1081.43,4759.05,932.92,69.45,351.97,4395.5,484.93,498.72,1607.49,644.87,4596.28,17063.27,1053.09,231.9,234.9,151.09,12.04,797.05,985.99
"2013.03",1497.81,6665.93,197.36,1219.69,1413.12,2317.53,3812.26,24223.4,2681.98,550.96,419.43,1170.8,5068.2,1062.88,70.85,368.43,4201.93,503.91,543.01,1663.64,610.01,4468.38,18028.09,1070.27,240.19,244.58,156.84,12.07,834.74,1005.56
"2013.04",1446.28,7622.12,211.14,1260.93,1402.22,2325.42,3237.59,23257.41,2709.09,545.46,435.36,1274.71,4954.67,1127.25,71.31,391.11,3892.81,502.93,544.63,1693.17,723.28,4907.47,18469.74,1101.52,253.81,237.84,158.84,12.77,856.83,1093.62
"2013.05",1472.3,7420.43,211.73,1199.68,1485.82,2361.46,3330.47,24112.34,2805.94,537.32,477.62,1238.68,5250.59,1114.57,77.95,401.05,4257.7,509.81,557.76,1681.08,715.98,4908.67,17464.63,1159.9,259.62,251.36,161.25,13.7,915.52,1125.38
"2013.06",1329.02,6759.14,177.25,1048.25,1383.2,2101.37,3102.63,22774.08,2579.71,450.51,432.05,1068.49,4936.04,988.51,71.54,361.99,4018.26,480.54,513.56,1555.31,686.77,4934.58,15770.34,961.23,235.83,220.52,151.71,12.21,811.08,940.54
"2013.07",1478.8,6487.84,179.89,1111.24,1374.79,2256.84,3905.94,26015.79,2712.7,480.11,439.03,1138.48,5179.05,1032.68,73.12,380.59,4040.98,487.17,516.88,1689.99,728.9,5253.27,16965.8,1042.64,247.28,232.34,160.19,13.09,834.49,944.58
"2013.08",1355.1,6062.73,174.07,1165.41,1267.67,2142.46,3174.92,26058.35,2644.44,455.52,419.94,1074.12,5273.94,972.75,73.54,355.13,4380.78,480.12,488.75,1603.65,685.31,4840.6,15590.02,921.7,236.61,220.65,148.33,12.47,794.97,897.98
"2013.09",1425.53,6451.32,164.15,1161.17,1216.45,2275.16,3386.23,24201.81,2776.97,470.6,452.4,1165.62,5710.41,1000.38,77.35,360.7,4898.51,526.37,527.39,1665.05,659.07,5184.42,16469.99,938.98,230.24,220.41,145.71,12.46,815.52,912.57
"2013.10",1426.2,6880.84,160.51,1169.34,1412.9,2234.45,3397.06,22214.82,2731.55,469.12,469.25,1174.02,5698.38,1042.24,76.54,352.63,4824.93,476.04,550.54,1651.21,646.9,5084.55,15650.3,871.01,233.87,222.21,143.77,12.53,833.69,902.28
"2013.11",1388.89,7473.43,149.46,1077.77,1387.68,2167.88,3355.05,21187.26,2642.04,436.69,442.39,1104.9,5738.01,1049.79,73.11,357.18,4415.66,486.19,548.94,1667.72,626.95,5297.46,14869.82,800.65,227.49,212.14,136.82,11.57,792.89,837.5
"2013.12",1320.24,7124.44,141.96,1071.44,1325.26,2057.97,3181.79,21426.76,2560,408.73,436.11,1033.12,5292.5,1057.45,72.52,335.07,4024.85,471.18,550.77,1668.79,636.32,5550.17,14768.94,768.72,219.96,200.32,133.56,11.72,779.21,780.8
"2014.01",1360.45,7267.14,146.31,1122.86,1423.04,2051.67,3451.84,21471.53,2433.5,423.15,434.76,1104.31,5269.95,1127.8,77.68,334.46,3994.39,472.03,580.18,1766.21,691.55,5444.97,15157.22,831.37,230.45,215.15,137.39,11.34,824.55,761.8
"2014.02",1401.13,7629.98,140.08,1277.72,1433.87,2144.92,3624.95,22654.13,2484.58,411.37,469.83,1126.21,5448.39,1087.16,84.27,336.47,3977.58,478.14,589.91,1868.06,719.36,5594.52,14291.71,963.3,239.2,219.78,139.75,11.4,811.51,767.21
"2014.03",1422.13,7940.9,150.65,1262.98,1649.09,2160.74,3476.35,22894.22,2582.81,426.68,502.66,1181.68,5725.7,1116.61,85.61,344.6,4151.8,509.4,653.58,1909.18,671.19,5385.27,15557.94,989.68,248.54,226.75,142.91,11.68,843.42,785.59
"2014.04",1480.85,7830.44,157.4,1366.07,1785.98,2266.82,3753.51,25783.64,2544.25,444.13,538.89,1189.64,5783.4,1089.97,79.54,356.32,4095.08,499.53,728.9,1936.21,695.54,5561.68,15314.14,988.39,251.14,239.68,153.96,12.58,862.98,808.47
"2014.05",1482.87,7775.51,157.32,1804.86,2072.92,2265.7,3740.59,27175.22,2420.08,435.53,552.79,1168.46,5922.91,1146.65,78.69,352.89,4054.31,518.46,715.68,1945.6,626.63,5320.04,17459.42,959.29,238.75,232.08,143.6,12.43,824.61,718.88
"2014.06",1463.59,7754.48,158.65,2110.39,2028.72,2243.9,3619.09,27537.05,2385.19,427.98,524.17,1158.89,5955.97,1229.49,79.71,357.89,4371.73,515.13,671.3,1937.38,614.04,5326.79,19672.56,986.83,222.78,229.45,134.92,12.56,796.96,671.4
"2014.07",1440.1,7765.81,172.36,2267.36,2036.06,2205.8,3453.89,25928.49,2372.71,422.07,484.03,1196.64,6027.36,1244.41,84.39,373.42,4275.17,558.37,611.55,2010.05,632.84,5586.36,20855.11,1086.69,221.57,245.82,133.18,14.5,756.66,645.16
"2014.08",1523.88,8369.65,167.67,2900.96,2777.07,2289.74,3707.67,28239.5,2303.13,431.08,473.29,1269.04,6561.13,1314.18,93.67,394.39,4647.89,606.19,710.17,2107.21,654,5714.8,23850.61,1282.73,227.52,255.31,137.3,13.88,795.75,662.84
"2014.09",1551.31,8357.4,186.18,2954.22,2410.55,2332.41,4016.91,26752.52,2259.93,417.2,487.26,1352.48,6324.57,1438.19,89.31,435.42,4639.93,586.27,666.99,1982.59,816.85,5183.6,22937.41,1462.45,251.01,263.54,131.63,14.27,745.21,637.32
"2014.10",1516.93,7767.06,186.64,2884.08,2650.08,2258.09,3980.51,25776.53,2112.83,408.39,497.25,1437.15,5702.07,1463.31,86.39,413.65,4065.32,634.93,610.29,1914.14,796.81,4305.12,22036.22,1509.82,245.45,264.46,130.2,14.07,762.13,592.78
"2014.11",1453.89,7526,173.93,2723.66,2442.06,2195.48,3706.64,24983.9,2097.16,413.96,469.6,1373.21,5353.24,1431.62,81.85,407.13,4292.65,660.23,595.49,1850.82,740.66,4364.45,22344.93,1362.51,232.21,248.33,134,13.16,765.52,630.59
"2014.12",1440.78,7517.81,160.37,2640.2,2668.16,2136.63,3746.61,25017.56,2010.75,410.45,481.81,1372.23,4997.36,1446.23,82.93,414.88,4191.78,679.53,532.56,1800.45,736.1,4478.16,19066.35,1380.53,245.29,252.86,148.89,14.56,797.19,650.43
"2015.01",1551,7817.42,204.47,3090.92,2885.69,2387.82,4152.83,26536.55,2000.73,424.87,527.72,1538.48,5102.5,1401.27,88.84,448.2,4494.62,713.68,585.35,1963.64,752.13,4242.61,23410.8,1662.99,273.34,267.12,162.47,16.27,842.23,701.01
"2015.02",1726.21,8405.13,252.13,3744.34,3200.64,2564.56,4944.27,29728,2184.42,453.98,599.58,1543.74,5317.08,1463.76,100.33,486.97,4684.94,728.06,543.73,2076.96,781.25,4833.16,21125.85,1496.1,276.34,273.77,167.43,15.99,902.03,770.14
"2015.03",1811.49,9173.32,244.28,5409.48,2955.62,2855.01,5184.48,32478.35,2168.99,475.26,626.97,1528.74,5408.73,1420.36,108.85,522.8,4787.35,764.11,605.26,2228.57,804.51,4929.99,19226.96,1594.55,284.75,285.53,167.12,16.81,923.86,802.66
"2015.04",2002.14,9963.7,292.66,6109.05,3409.93,3019.61,6119.22,36871.24,2284.12,482.63,687.18,1582.22,5635.04,1639.21,110.92,592.76,4895.17,799.75,632.75,2250.42,901.68,5265.56,18194.88,1634.62,313.89,304.98,171.3,16.91,959.57,752.13
"2015.05",2116.21,10539.37,433.77,6963.04,3596.03,3611.98,6274.65,34200.75,2153.22,522.34,706.7,1720.94,5826.87,1878.91,123.18,606.77,5040.85,788.59,699.97,2343.54,891.47,5515.72,19527.69,1472.11,315.57,300.07,170.97,17.72,995.21,721.45
"2015.06",2268.71,12437.24,376.31,7312.94,4634.75,3576.61,7046.29,33902.93,2144.24,521.87,689.86,2050.63,5902.02,2005.92,126.4,645.39,4728.69,882.06,657.17,2632.28,812.52,5606.34,20823.78,1430.34,328.56,299.32,178.37,18.71,987.93,703.73
"2015.07",2151.3,11241.74,378.48,8571.32,5018.48,3206,6672.51,32955.55,2083.54,487.42,695.56,1959.64,5374.61,1969.63,115.37,656.94,4912.22,846.24,673.56,2675.48,1063.95,5362.81,20435.72,1534.96,335.17,305.39,176.34,18.03,940.36,683.77
"2015.08",2006.66,10387.5,347.6,6853.87,5249.61,2846.8,6117.56,31611.38,1999.98,481.69,644.43,1858.6,5129.01,1787.85,110.04,643.95,4599.91,779.38,653.41,2527.05,1025.18,5609.39,21990.88,1400.02,314.66,281.58,165.67,16.13,866.65,646.72
"2015.09",1958.12,10093.93,366.37,7097.41,4539.97,2803.71,5703,31583.12,2058.31,486.13,666.98,1865.51,5427.08,1813.95,105.11,607.92,5303.09,764.19,640.18,2368.2,1159.59,5782.53,20747.74,1403.24,334.23,303.06,172.68,17.76,850.96,693.72
"2015.10",2016.02,10280.13,437.01,7127.36,4517.78,2702.42,5986.63,34109.54,2124.95,489.96,715.48,1969.46,5369.43,1777.86,108.12,596.59,5461.86,768.96,648.64,2441.04,1123.53,5361.57,19204.32,1416.31,311.28,295.71,181.06,18.97,861.38,699.96
"2015.11",2080.21,9775.97,366.44,6145.22,4571.64,2678.35,6712.16,32354.28,2102.03,498.03,699.76,1936.68,5193.26,1588.03,104.77,600.31,5594.89,745.54,628.7,2462.94,1193.65,5505.66,19704.25,1248.83,303.77,281.08,181.95,18.01,872.71,697.88
"2015.12",2067.37,9880.15,315.25,6202.85,4749.68,2651.56,6557.38,30900.32,2141.46,491.7,692.04,2034.08,5413.48,1528.18,104.49,569.73,5323.01,751.8,588.9,2446.76,1020.17,5401.94,18878.97,1227.6,308.68,278.25,175.94,18.57,919.55,700.21
"2016.01",2163.42,10269.35,354.64,5834.69,4433.16,2519.67,7502.25,27501.39,1996.52,486.85,643.53,2196.44,5065.62,1422.69,87.06,558.27,4880.43,721.46,546.59,2477.25,1020.69,5644.44,17866.54,1192.19,289.13,274.33,165.69,18,885.2,670.24
"2016.02",2038.74,9819.17,281.74,6445,4783.63,2323.82,6741.97,27759.95,2045.74,496.8,619.74,2101.76,4936.69,1461.32,84.92,517.16,4744.78,752.46,510.51,2210.38,967.54,5242.14,15727.65,1128.51,273.98,272.38,162.57,18.9,940.08,686.7
"2016.03",2200.92,10466.7,625.99,6923.55,4480.77,2572.95,7126.69,30008.65,2263.94,508.48,650.76,2124.1,5283.09,1784.33,91.12,539.56,5161.71,773.65,556.21,2368.9,952.4,5018.26,16265.15,1169.04,279.31,322.15,166.54,21.33,936.2,726.43
"2016.04",2213.37,10764.1,589.42,6822.59,4488.61,2681.3,6941.82,33038.59,2378.26,538.34,691.68,2091.54,5409.42,1875.53,92.32,544.88,5186.01,776.46,583.37,2345.86,987.54,5152.39,16235.74,1150.82,289.61,373.2,173.7,20.88,1002.85,742.67
"2016.05",2224.84,11464.81,566.96,6458.05,4450.55,2566.36,7167.09,31767.63,2340,523.7,667.76,2091.53,5538.91,1868.18,89.6,554.07,5600.71,825.56,578.95,2388.33,993.25,5382.7,16511.7,1151.87,274.23,352.89,161.81,21.55,976.63,716.63
"2016.06",2133.21,11003.79,275.76,6391.26,4225.51,2617.47,6942.35,30167.62,2298.81,518.18,645.45,2061.74,5385.08,1762.24,91.91,537.04,5285.12,874.91,540.21,2395.17,1053.72,4962.38,15093.72,1111.3,264.69,354.73,156.79,20.05,963.92,696.45
"2016.07",2224.98,10712,214.75,6905.47,4596.31,2821.47,7142.2,31172.99,2456.81,568.53,667.71,2182.07,5728.94,1850.69,98.91,546.33,5688.3,887.47,541.09,2368.71,999.26,4997.53,14904.67,1136.41,284.38,372.85,174.8,21.78,1098.34,751.68
"2016.08",2126.94,9983.49,197.66,6146.53,4271.1,2716.9,6889.95,30041.24,2465.45,544.97,625.56,1989.56,5496.38,1660.98,93.6,496.63,5742,812.34,487.21,2135.64,975.94,4854.17,13399.36,1005.42,267.78,348.12,180.68,20.13,1000.78,724.73
"2016.09",2198.85,10404.23,239.8,6456.17,4356.58,2838.9,6984.83,30156.4,2701.47,571.86,655.94,2017.65,5724.4,1716.04,96.42,516.49,6161.46,840.14,486.68,2174.07,981.92,5172.29,13487.08,984.85,267.25,350.74,185.44,19.42,1029.89,739.32
