"지수종류별(1)","시점",데이터
"의약품","2014.03",4404.01
"의약품","2014.04",4433.83
"의약품","2014.05",4346.21
"의약품","2014.06",4407.93
"의약품","2014.07",4273.73
"의약품","2014.08",4371.75
"의약품","2014.09",4693.72
"의약품","2014.10",4673.64
"의약품","2014.11",4547.01
"의약품","2014.12",4491.17
"의약품","2015.01",4611.43
"의약품","2015.02",4829.65
"의약품","2015.03",5843.16
"의약품","2015.04",6795.95
"의약품","2015.05",8009.12
"의약품","2015.06",9070.86
"의약품","2015.07",7991.02
"의약품","2015.08",7346.76
"의약품","2015.09",6999.91
"의약품","2015.10",7611.9
"의약품","2015.11",8713.78
"의약품","2015.12",8448.15
"의약품","2016.01",9407.28
"의약품","2016.02",8422.87
"의약품","2016.03",9019.46
"의약품","2016.04",9070.86
"의약품","2016.05",10067.43
"의약품","2016.06",10442.59
"의약품","2016.07",9682.74
"의약품","2016.08",9261.78
"의약품","2016.09",9246.37
"의약품","2016.10",7119.82
"의약품","2016.11",7321.45
"의약품","2016.12",7591.6
"의약품","2017.01",7229.07
"의약품","2017.02",7788.73
"의약품","2017.03",7810.91
"의약품","2017.04",7987.07
"의약품","2017.05",9268.12
"의약품","2017.06",10080.17
"의약품","2017.07",9596.4
"의약품","2017.08",9841.25
"의약품","2017.09",10693.9
"의약품","2017.10",11528.94
"의약품","2017.11",11656.16
"의약품","2017.12",12370.06
"의약품","2018.01",14179.41
"의약품","2018.02",14839.06
"의약품","2018.03",14672.94
"의약품","2018.04",13863.89
"의약품","2018.05",13284.62
"의약품","2018.06",13320.24
"의약품","2018.07",12281.44
"의약품","2018.08",13665.52
"의약품","2018.09",14878.96
"의약품","2018.10",10867.84
"의약품","2018.11",11381.22
"의약품","2018.12",11626.69
"의약품","2019.01",11773.39
"의약품","2019.02",11473.64
"의약품","2019.03",10302.94
"의약품","2019.04",11127.72
"의약품","2019.05",9951.76
"의약품","2019.06",10349.47
"의약품","2019.07",8937.99
"의약품","2019.08",8538.84
"의약품","2019.09",8978.69
"의약품","2019.10",10792.64
"의약품","2019.11",10229.68
"의약품","2019.12",11031
"의약품","2020.01",10902.3
"의약품","2020.02",10565.78
"의약품","2020.03",12262.83
"의약품","2020.04",12996.52
"의약품","2020.05",13662.77
"의약품","2020.06",17125.94
"의약품","2020.07",17331.91
"의약품","2020.08",18913.09
"의약품","2020.09",16893.67
"의약품","2020.10",16231.37
"의약품","2020.11",19761.92
"의약품","2020.12",21085.04
"의약품","2021.01",19286.05
"의약품","2021.02",18113.52
"의약품","2021.03",17813.7
"의약품","2021.04",17641.55
"의약품","2021.05",18204.86
"의약품","2021.06",18404.23
"의약품","2021.07",18280.66
"의약품","2021.08",21075.21
"의약품","2021.09",18897.89
"의약품","2021.10",17107.05
"의약품","2021.11",17440.33
"의약품","2021.12",17204.26
"의약품","2022.01",13854.84
"의약품","2022.02",14623.43
"의약품","2022.03",15535.97
"의약품","2022.04",15407.75
"의약품","2022.05",15089.3
"의약품","2022.06",14156.5
"의약품","2022.07",15441.21
"의약품","2022.08",14936.39
"의약품","2022.09",13624.25
"의약품","2022.10",14587.98
"의약품","2022.11",14526.58
"의약품","2022.12",13793.83
"의약품","2023.01",13453.55
"의약품","2023.02",12759.6
"의약품","2023.03",12879.38
"의약품","2023.04",13191.88
"의약품","2023.05",13490.29
"의약품","2023.06",12682.1
"의약품","2023.07",12833.52
"의약품","2023.08",12653.09
"의약품","2023.09",12087.66
"의약품","2023.10",12035.86
"의약품","2023.11",12726.46
"의약품","2023.12",14157.97
"의약품","2024.01",13880.32
"의약품","2024.02",13487.52
"의약품","2024.03",14323.19
"의약품","2024.04",13704.51
"의약품","2024.05",12785.21
"의약품","2024.06",12760.78
"비금속광물","2000.01",500.98
"비금속광물","2000.02",411.56
"비금속광물","2000.03",435.58
"비금속광물","2000.04",411.75
"비금속광물","2000.05",360.92
"비금속광물","2000.06",386.5
"비금속광물","2000.07",399.98
"비금속광물","2000.08",484
"비금속광물","2000.09",445.09
"비금속광물","2000.10",431.83
"비금속광물","2000.11",419.97
"비금속광물","2000.12",384.12
"비금속광물","2001.01",458.9
"비금속광물","2001.02",474.26
"비금속광물","2001.03",429.96
"비금속광물","2001.04",456.66
"비금속광물","2001.05",535.13
"비금속광물","2001.06",578.8
"비금속광물","2001.07",468.4
"비금속광물","2001.08",451.42
"비금속광물","2001.09",441.25
"비금속광물","2001.10",480.67
"비금속광물","2001.11",544.66
"비금속광물","2001.12",551.19
"비금속광물","2002.01",717.66
"비금속광물","2002.02",748.94
"비금속광물","2002.03",923.67
"비금속광물","2002.04",752.56
"비금속광물","2002.05",686.94
"비금속광물","2002.06",643.33
"비금속광물","2002.07",636.51
"비금속광물","2002.08",639.53
"비금속광물","2002.09",627.55
"비금속광물","2002.10",598.76
"비금속광물","2002.11",641.45
"비금속광물","2002.12",573.03
"비금속광물","2003.01",550.01
"비금속광물","2003.02",572.88
"비금속광물","2003.03",566.18
"비금속광물","2003.04",661.06
"비금속광물","2003.05",713.85
"비금속광물","2003.06",744.09
"비금속광물","2003.07",778.34
"비금속광물","2003.08",923.94
"비금속광물","2003.09",810.58
"비금속광물","2003.10",852.44
"비금속광물","2003.11",836.61
"비금속광물","2003.12",865.57
"비금속광물","2004.01",850.49
"비금속광물","2004.02",832.06
"비금속광물","2004.03",807.16
"비금속광물","2004.04",835.93
"비금속광물","2004.05",736.18
"비금속광물","2004.06",726.2
"비금속광물","2004.07",730.8
"비금속광물","2004.08",783.18
"비금속광물","2004.09",877.26
"비금속광물","2004.10",835.56
"비금속광물","2004.11",925.91
"비금속광물","2004.12",913.49
"비금속광물","2005.01",977.1
"비금속광물","2005.02",978.03
"비금속광물","2005.03",958.01
"비금속광물","2005.04",835.82
"비금속광물","2005.05",868.43
"비금속광물","2005.06",987.08
"비금속광물","2005.07",1057.95
"비금속광물","2005.08",1143.46
"비금속광물","2005.09",1235.83
"비금속광물","2005.10",1000.08
"비금속광물","2005.11",1054.12
"비금속광물","2005.12",985.25
"비금속광물","2006.01",926.08
"비금속광물","2006.02",974.47
"비금속광물","2006.03",973.64
"비금속광물","2006.04",991.68
"비금속광물","2006.05",889.16
"비금속광물","2006.06",843.92
"비금속광물","2006.07",789.95
"비금속광물","2006.08",820.2
"비금속광물","2006.09",838.88
"비금속광물","2006.10",859.52
"비금속광물","2006.11",965.94
"비금속광물","2006.12",958.93
"비금속광물","2007.01",859.98
"비금속광물","2007.02",885.93
"비금속광물","2007.03",963.95
"비금속광물","2007.04",1070.32
"비금속광물","2007.05",1229.96
"비금속광물","2007.06",1313.88
"비금속광물","2007.07",1382.55
"비금속광물","2007.08",1361.25
"비금속광물","2007.09",1399.88
"비금속광물","2007.10",1317.4
"비금속광물","2007.11",1225.63
"비금속광물","2007.12",1255.89
"비금속광물","2008.01",1122.64
"비금속광물","2008.02",1152.48
"비금속광물","2008.03",1090.01
"비금속광물","2008.04",1091.15
"비금속광물","2008.05",1066.24
"비금속광물","2008.06",1001.01
"비금속광물","2008.07",947.84
"비금속광물","2008.08",894.12
"비금속광물","2008.09",827.66
"비금속광물","2008.10",548.45
"비금속광물","2008.11",531.95
"비금속광물","2008.12",611.13
"비금속광물","2009.01",592.89
"비금속광물","2009.02",562.11
"비금속광물","2009.03",634.27
"비금속광물","2009.04",796.46
"비금속광물","2009.05",724.8
"비금속광물","2009.06",698.73
"비금속광물","2009.07",770.42
"비금속광물","2009.08",794.56
"비금속광물","2009.09",823.18
"비금속광물","2009.10",744.9
"비금속광물","2009.11",713.38
"비금속광물","2009.12",780.19
"비금속광물","2010.01",702.77
"비금속광물","2010.02",688.11
"비금속광물","2010.03",729.33
"비금속광물","2010.04",707.89
"비금속광물","2010.05",615.65
"비금속광물","2010.06",651.93
"비금속광물","2010.07",650.02
"비금속광물","2010.08",685.62
"비금속광물","2010.09",769.12
"비금속광물","2010.10",798.42
"비금속광물","2010.11",778.83
"비금속광물","2010.12",821.96
"비금속광물","2011.01",815.49
"비금속광물","2011.02",776.28
"비금속광물","2011.03",829.39
"비금속광물","2011.04",835.94
"비금속광물","2011.05",814.32
"비금속광물","2011.06",815.46
"비금속광물","2011.07",835.29
"비금속광물","2011.08",754.05
"비금속광물","2011.09",602.02
"비금속광물","2011.10",602.24
"비금속광물","2011.11",616.45
"비금속광물","2011.12",645.29
"비금속광물","2012.01",669.5
"비금속광물","2012.02",746.35
"비금속광물","2012.03",726.85
"비금속광물","2012.04",660.29
"비금속광물","2012.05",583.64
"비금속광물","2012.06",601.72
"비금속광물","2012.07",590.33
"비금속광물","2012.08",642.7
"비금속광물","2012.09",663.24
"비금속광물","2012.10",659.92
"비금속광물","2012.11",648.78
"비금속광물","2012.12",655.83
"비금속광물","2013.01",747.27
"비금속광물","2013.02",763.48
"비금속광물","2013.03",761.52
"비금속광물","2013.04",747.56
"비금속광물","2013.05",795.33
"비금속광물","2013.06",727.45
"비금속광물","2013.07",735.81
"비금속광물","2013.08",723.83
"비금속광물","2013.09",776.72
"비금속광물","2013.10",774.51
"비금속광물","2013.11",784
"비금속광물","2013.12",782.63
"비금속광물","2014.01",820.62
"비금속광물","2014.02",944.19
"비금속광물","2014.03",1025.96
"비금속광물","2014.04",1038.55
"비금속광물","2014.05",1066.19
"비금속광물","2014.06",1165.47
"비금속광물","2014.07",1138.89
"비금속광물","2014.08",1250.19
"비금속광물","2014.09",1254.69
"비금속광물","2014.10",1267.72
"비금속광물","2014.11",1263.3
"비금속광물","2014.12",1339.04
"비금속광물","2015.01",1528.65
"비금속광물","2015.02",1619.31
"비금속광물","2015.03",1785.32
"비금속광물","2015.04",1786.7
"비금속광물","2015.05",1805.79
"비금속광물","2015.06",1821.44
"비금속광물","2015.07",1904.67
"비금속광물","2015.08",1742.29
"비금속광물","2015.09",1701.26
"비금속광물","2015.10",1579.87
"비금속광물","2015.11",1500.18
"비금속광물","2015.12",1494.8
"비금속광물","2016.01",1427.7
"비금속광물","2016.02",1476.01
"비금속광물","2016.03",1615.26
"비금속광물","2016.04",1706.42
"비금속광물","2016.05",1612.48
"비금속광물","2016.06",1623.53
"비금속광물","2016.07",1674.69
"비금속광물","2016.08",1463.45
"비금속광물","2016.09",1489.19
"비금속광물","2016.10",1424.12
"비금속광물","2016.11",1364.29
"비금속광물","2016.12",1341.9
"비금속광물","2017.01",1304.8
"비금속광물","2017.02",1343.82
"비금속광물","2017.03",1327.43
"비금속광물","2017.04",1305.46
"비금속광물","2017.05",1440.9
"비금속광물","2017.06",1351.75
"비금속광물","2017.07",1357.94
"비금속광물","2017.08",1299.77
"비금속광물","2017.09",1185.46
"비금속광물","2017.10",1294.92
"비금속광물","2017.11",1443.25
"비금속광물","2017.12",1352.51
"비금속광물","2018.01",1524.83
"비금속광물","2018.02",1369.28
"비금속광물","2018.03",1376.07
"비금속광물","2018.04",1695.15
"비금속광물","2018.05",2030.56
"비금속광물","2018.06",1686.87
"비금속광물","2018.07",1644.04
"비금속광물","2018.08",1796.92
"비금속광물","2018.09",1896.78
"비금속광물","2018.10",1495.08
"비금속광물","2018.11",1674.1
"비금속광물","2018.12",1661.05
"비금속광물","2019.01",1817.81
"비금속광물","2019.02",1747.23
"비금속광물","2019.03",1730.43
"비금속광물","2019.04",1691.35
"비금속광물","2019.05",1651.96
"비금속광물","2019.06",1699.23
"비금속광물","2019.07",1506.53
"비금속광물","2019.08",1543
"비금속광물","2019.09",1522.35
"비금속광물","2019.10",1507.52
"비금속광물","2019.11",1468.46
"비금속광물","2019.12",1489.51
"비금속광물","2020.01",1408.72
"비금속광물","2020.02",1340.51
"비금속광물","2020.03",1138.72
"비금속광물","2020.04",1368.26
"비금속광물","2020.05",1438.23
"비금속광물","2020.06",1559.16
"비금속광물","2020.07",1653.77
"비금속광물","2020.08",1784.88
"비금속광물","2020.09",1745.79
"비금속광물","2020.10",1620.26
"비금속광물","2020.11",1853.09
"비금속광물","2020.12",2071.15
"비금속광물","2021.01",2357.91
"비금속광물","2021.02",2638.13
"비금속광물","2021.03",2795.59
"비금속광물","2021.04",2809.24
"비금속광물","2021.05",2776.93
"비금속광물","2021.06",2820.75
"비금속광물","2021.07",2880.31
"비금속광물","2021.08",2936.94
"비금속광물","2021.09",3017.94
"비금속광물","2021.10",2714.35
"비금속광물","2021.11",2696.68
"비금속광물","2021.12",2690.04
"비금속광물","2022.01",2338.08
"비금속광물","2022.02",2392.5
"비금속광물","2022.03",2594.81
"비금속광물","2022.04",2711.82
"비금속광물","2022.05",2553.54
"비금속광물","2022.06",2092.34
"비금속광물","2022.07",2336.23
"비금속광물","2022.08",2687.41
"비금속광물","2022.09",2321.74
"비금속광물","2022.10",2768.29
"비금속광물","2022.11",3017.91
"비금속광물","2022.12",2587.63
"비금속광물","2023.01",3033.92
"비금속광물","2023.02",3042.07
"비금속광물","2023.03",3551.47
"비금속광물","2023.04",4104.91
"비금속광물","2023.05",4051.81
"비금속광물","2023.06",4077.22
"비금속광물","2023.07",4058.77
"비금속광물","2023.08",4003.88
"비금속광물","2023.09",3839.57
"비금속광물","2023.10",3735.53
"비금속광물","2023.11",3935.59
"비금속광물","2023.12",3864.11
"비금속광물","2024.01",3789.96
"비금속광물","2024.02",4099.07
"비금속광물","2024.03",4076.59
"비금속광물","2024.04",4078.52
"비금속광물","2024.05",4090.67
"비금속광물","2024.06",4073.9
"철강금속","2000.01",1477.68
"철강금속","2000.02",1254.39
"철강금속","2000.03",1225.27
"철강금속","2000.04",998.09
"철강금속","2000.05",977.54
"철강금속","2000.06",1079.77
"철강금속","2000.07",1049.44
"철강금속","2000.08",981.15
"철강금속","2000.09",973.96
"철강금속","2000.10",800.41
"철강금속","2000.11",857.06
"철강금속","2000.12",908.39
"철강금속","2001.01",1118.07
"철강금속","2001.02",1183.5
"철강금속","2001.03",1073.52
"철강금속","2001.04",1142.03
"철강금속","2001.05",1211.75
"철강금속","2001.06",1199.04
"철강금속","2001.07",1026.07
"철강금속","2001.08",1033.67
"철강금속","2001.09",926.85
"철강금속","2001.10",1028.11
"철강금속","2001.11",1219.46
"철강금속","2001.12",1354.71
"철강금속","2002.01",1475.02
"철강금속","2002.02",1667.16
"철강금속","2002.03",1653.41
"철강금속","2002.04",1500.9
"철강금속","2002.05",1578.46
"철강금속","2002.06",1537.79
"철강금속","2002.07",1385.1
"철강금속","2002.08",1284.82
"철강금속","2002.09",1234.31
"철강금속","2002.10",1314.32
"철강금속","2002.11",1437.76
"철강금속","2002.12",1342.13
"철강금속","2003.01",1314.66
"철강금속","2003.02",1244.55
"철강금속","2003.03",1122.26
"철강금속","2003.04",1193.64
"철강금속","2003.05",1269.83
"철강금속","2003.06",1407.31
"철강금속","2003.07",1571.23
"철강금속","2003.08",1578.99
"철강금속","2003.09",1490.99
"철강금속","2003.10",1583.45
"철강금속","2003.11",1669.69
"철강금속","2003.12",1887.98
"철강금속","2004.01",1788.47
"철강금속","2004.02",1963.28
"철강금속","2004.03",1851.05
"철강금속","2004.04",1674.74
"철강금속","2004.05",1586.8
"철강금속","2004.06",1673
"철강금속","2004.07",1772.24
"철강금속","2004.08",1883.39
"철강금속","2004.09",1988.77
"철강금속","2004.10",1953.21
"철강금속","2004.11",2322.1
"철강금속","2004.12",2220.56
"철강금속","2005.01",2245.57
"철강금속","2005.02",2818.6
"철강금속","2005.03",2483.82
"철강금속","2005.04",2208.16
"철강금속","2005.05",2237.83
"철강금속","2005.06",2249.9
"철강금속","2005.07",2526.83
"철강금속","2005.08",2624.25
"철강금속","2005.09",2963.39
"철강금속","2005.10",2707.79
"철강금속","2005.11",2657.15
"철강금속","2005.12",2574.26
"철강금속","2006.01",2835.65
"철강금속","2006.02",2939.14
"철강금속","2006.03",3125.99
"철강금속","2006.04",3344.38
"철강금속","2006.05",3129.11
"철강금속","2006.06",3136.43
"철강금속","2006.07",2938.36
"철강금속","2006.08",3061.43
"철강금속","2006.09",3103.94
"철강금속","2006.10",3285.19
"철강금속","2006.11",3637.39
"철강금속","2006.12",3766.81
"철강금속","2007.01",3829.97
"철강금속","2007.02",4078.23
"철강금속","2007.03",4529.84
"철강금속","2007.04",4728.38
"철강금속","2007.05",5524.09
"철강금속","2007.06",5423.24
"철강금속","2007.07",6628.94
"철강금속","2007.08",6998.47
"철강금속","2007.09",7904.44
"철강금속","2007.10",7702.81
"철강금속","2007.11",6913.44
"철강금속","2007.12",6799.17
"철강금속","2008.01",5926.62
"철강금속","2008.02",6343.52
"철강금속","2008.03",5743.56
"철강금속","2008.04",6043.03
"철강금속","2008.05",6760.44
"철강금속","2008.06",6610.43
"철강금속","2008.07",6513.98
"철강금속","2008.08",5562.05
"철강금속","2008.09",5280.89
"철강금속","2008.10",4039.21
"철강금속","2008.11",3877.01
"철강금속","2008.12",4328.58
"철강금속","2009.01",4196.24
"철강금속","2009.02",3722.34
"철강금속","2009.03",4359.07
"철강금속","2009.04",4892.09
"철강금속","2009.05",5166.9
"철강금속","2009.06",5160.69
"철강금속","2009.07",6004.72
"철강금속","2009.08",5716.9
"철강금속","2009.09",5976.24
"철강금속","2009.10",6118.98
"철강금속","2009.11",6574.15
"철강금속","2009.12",7226.7
"철강금속","2010.01",6374.34
"철강금속","2010.02",6405.09
"철강금속","2010.03",6476.22
"철강금속","2010.04",6287.72
"철강금속","2010.05",5941.99
"철강금속","2010.06",6004.7
"철강금속","2010.07",6388.45
"철강금속","2010.08",6449.96
"철강금속","2010.09",7002.83
"철강금속","2010.10",6429
"철강금속","2010.11",6416.65
"철강금속","2010.12",6896.96
"철강금속","2011.01",6811.6
"철강금속","2011.02",6800.26
"철강금속","2011.03",7534.52
"철강금속","2011.04",7388.59
"철강금속","2011.05",6962.4
"철강금속","2011.06",7335.81
"철강금속","2011.07",7481.65
"철강금속","2011.08",6624.13
"철강금속","2011.09",5742.89
"철강금속","2011.10",6129.8
"철강금속","2011.11",5839.23
"철강금속","2011.12",5754.16
"철강금속","2012.01",6444.47
"철강금속","2012.02",6683.49
"철강금속","2012.03",6103.66
"철강금속","2012.04",5881.36
"철강금속","2012.05",5493.45
"철강금속","2012.06",5593.37
"철강금속","2012.07",5603.73
"철강금속","2012.08",5743.93
"철강금속","2012.09",5993.53
"철강금속","2012.10",5496.37
"철강금속","2012.11",5325.71
"철강금속","2012.12",5579.03
"철강금속","2013.01",5461.73
"철강금속","2013.02",5464.51
"철강금속","2013.03",5175.05
"철강금속","2013.04",5007.68
"철강금속","2013.05",5119.67
"철강금속","2013.06",4676.1
"철강금속","2013.07",5022.29
"철강금속","2013.08",5103.27
"철강금속","2013.09",5229.15
"철강금속","2013.10",5164.92
"철강금속","2013.11",5109.57
"철강금속","2013.12",5180.48
"철강금속","2014.01",4882.35
"철강금속","2014.02",4693.67
"철강금속","2014.03",4837.26
"철강금속","2014.04",4935.75
"철강금속","2014.05",4918.05
"철강금속","2014.06",5117.97
"철강금속","2014.07",5581.5
"철강금속","2014.08",5538.5
"철강금속","2014.09",5388.87
"철강금속","2014.10",5058.22
"철강금속","2014.11",5053.14
"철강금속","2014.12",4735.92
"철강금속","2015.01",4671.15
"철강금속","2015.02",4812.21
"철강금속","2015.03",4712.92
"철강금속","2015.04",5024.32
"철강금속","2015.05",4954.95
"철강금속","2015.06",4781.7
"철강금속","2015.07",4299.52
"철강금속","2015.08",4146.38
"철강금속","2015.09",3881.55
"철강금속","2015.10",3963.1
"철강금속","2015.11",3770.32
"철강금속","2015.12",3739.77
"철강금속","2016.01",3689.95
"철강금속","2016.02",4011.11
"철강금속","2016.03",4316.21
"철강금속","2016.04",4666.46
"철강금속","2016.05",4081.67
"철강금속","2016.06",4035.74
"철강금속","2016.07",4370.8
"철강금속","2016.08",4338.97
"철강금속","2016.09",4307.48
"철강금속","2016.10",4286.54
"철강금속","2016.11",4480.9
"철강금속","2016.12",4683.94
"철강금속","2017.01",4868.26
"철강금속","2017.02",4878.6
"철강금속","2017.03",4907.92
"철강금속","2017.04",4626.61
"철강금속","2017.05",4870.82
"철강금속","2017.06",5042.14
"철강금속","2017.07",5507.77
"철강금속","2017.08",5571.9
"철강금속","2017.09",5130.18
"철강금속","2017.10",5290.53
"철강금속","2017.11",5344.4
"철강금속","2017.12",5293.84
"철강금속","2018.01",5783.55
"철강금속","2018.02",5489.57
"철강금속","2018.03",5067.77
"철강금속","2018.04",5542.42
"철강금속","2018.05",5227.38
"철강금속","2018.06",4875.56
"철강금속","2018.07",4898.49
"철강금속","2018.08",4877.01
"철강금속","2018.09",4713.97
"철강금속","2018.10",3972.97
"철강금속","2018.11",4028.74
"철강금속","2018.12",4043.12
"철강금속","2019.01",4450.89
"철강금속","2019.02",4376.72
"철강금속","2019.03",4213.82
"철강금속","2019.04",4246.97
"철강금속","2019.05",3969.08
"철강금속","2019.06",4145.27
"철강금속","2019.07",3815.12
"철강금속","2019.08",3638.72
"철강금속","2019.09",3778.3
"철강금속","2019.10",3508.32
"철강금속","2019.11",3605.86
"철강금속","2019.12",3693.15
"철강금속","2020.01",3395.63
"철강금속","2020.02",3147.69
"철강금속","2020.03",2618.24
"철강금속","2020.04",3011.6
"철강금속","2020.05",3049.62
"철강금속","2020.06",2872.64
"철강금속","2020.07",3247.79
"철강금속","2020.08",3150.69
"철강금속","2020.09",3172.73
"철강금속","2020.10",3305
"철강금속","2020.11",3620.72
"철강금속","2020.12",4112.28
"철강금속","2021.01",3908.33
"철강금속","2021.02",4292.5
"철강금속","2021.03",4808.85
"철강금속","2021.04",5616.1
"철강금속","2021.05",5534.29
"철강금속","2021.06",5443.25
"철강금속","2021.07",5773.58
"철강금속","2021.08",5434.83
"철강금속","2021.09",5235.73
"철강금속","2021.10",4902
"철강금속","2021.11",4305.36
"철강금속","2021.12",4558.75
"철강금속","2022.01",4399.64
"철강금속","2022.02",4721.25
"철강금속","2022.03",4946.41
"철강금속","2022.04",5094.03
"철강금속","2022.05",4954.53
"철강금속","2022.06",3965.04
"철강금속","2022.07",4099.31
"철강금속","2022.08",4577.6
"철강금속","2022.09",3848.99
"철강금속","2022.10",4236.53
"철강금속","2022.11",4798.94
"철강금속","2022.12",4355.59
"철강금속","2023.01",4607.42
"철강금속","2023.02",4877.56
"철강금속","2023.03",5257.95
"철강금속","2023.04",5328.14
"철강금속","2023.05",5087.27
"철강금속","2023.06",5328.57
"철강금속","2023.07",7221.62
"철강금속","2023.08",6717.81
"철강금속","2023.09",6337.09
"철강금속","2023.10",5284.46
"철강금속","2023.11",5929.58
"철강금속","2023.12",6085.88
"철강금속","2024.01",5407.1
"철강금속","2024.02",5501.78
"철강금속","2024.03",5357.54
"철강금속","2024.04",5295.82
"철강금속","2024.05",5073.18
"철강금속","2024.06",4981.35
"기계","2000.01",399.13
"기계","2000.02",378.2
"기계","2000.03",346.24
"기계","2000.04",279.67
"기계","2000.05",239.36
"기계","2000.06",247.72
"기계","2000.07",230.45
"기계","2000.08",243.12
"기계","2000.09",202.97
"기계","2000.10",160.47
"기계","2000.11",166.76
"기계","2000.12",145.39
"기계","2001.01",166.36
"기계","2001.02",187.16
"기계","2001.03",183.25
"기계","2001.04",201.46
"기계","2001.05",275.6
"기계","2001.06",317.58
"기계","2001.07",265.16
"기계","2001.08",261.85
"기계","2001.09",212.99
"기계","2001.10",229.91
"기계","2001.11",260.61
"기계","2001.12",266.41
"기계","2002.01",299.87
"기계","2002.02",330.62
"기계","2002.03",386.27
"기계","2002.04",338.26
"기계","2002.05",308.44
"기계","2002.06",284.85
"기계","2002.07",261.93
"기계","2002.08",269.3
"기계","2002.09",226.65
"기계","2002.10",238.6
"기계","2002.11",255.22
"기계","2002.12",223.86
"기계","2003.01",205.63
"기계","2003.02",210.11
"기계","2003.03",209.61
"기계","2003.04",247.6
"기계","2003.05",278.77
"기계","2003.06",295.1
"기계","2003.07",308.39
"기계","2003.08",368.08
"기계","2003.09",326.69
"기계","2003.10",376.67
"기계","2003.11",399.35
"기계","2003.12",430.31
"기계","2004.01",404.42
"기계","2004.02",439.56
"기계","2004.03",444.92
"기계","2004.04",400.92
"기계","2004.05",359.56
"기계","2004.06",362.69
"기계","2004.07",356.03
"기계","2004.08",402.21
"기계","2004.09",435.84
"기계","2004.10",422.73
"기계","2004.11",462.09
"기계","2004.12",432.03
"기계","2005.01",461.16
"기계","2005.02",499.16
"기계","2005.03",497.54
"기계","2005.04",450.09
"기계","2005.05",483.18
"기계","2005.06",554.12
"기계","2005.07",594.89
"기계","2005.08",579.68
"기계","2005.09",667.9
"기계","2005.10",699.96
"기계","2005.11",827.75
"기계","2005.12",928.12
"기계","2006.01",872.38
"기계","2006.02",862.82
"기계","2006.03",879.77
"기계","2006.04",889.79
"기계","2006.05",796.92
"기계","2006.06",831.19
"기계","2006.07",836.7
"기계","2006.08",871.16
"기계","2006.09",949.72
"기계","2006.10",909.72
"기계","2006.11",980.86
"기계","2006.12",1034.02
"기계","2007.01",983.64
"기계","2007.02",1055.95
"기계","2007.03",1224.24
"기계","2007.04",1471.43
"기계","2007.05",1839.94
"기계","2007.06",1734.41
"기계","2007.07",1970.74
"기계","2007.08",1840.64
"기계","2007.09",1905.18
"기계","2007.10",2526.01
"기계","2007.11",2202.81
"기계","2007.12",1992.67
"기계","2008.01",1522.84
"기계","2008.02",2043.48
"기계","2008.03",1996.82
"기계","2008.04",1798.86
"기계","2008.05",2010.16
"기계","2008.06",1713.95
"기계","2008.07",1664.56
"기계","2008.08",1330.02
"기계","2008.09",1368.6
"기계","2008.10",883.51
"기계","2008.11",871.07
"기계","2008.12",995.37
"기계","2009.01",1082.78
"기계","2009.02",955.69
"기계","2009.03",1107.72
"기계","2009.04",1365.29
"기계","2009.05",1274.61
"기계","2009.06",1103.27
"기계","2009.07",1212
"기계","2009.08",1173.33
"기계","2009.09",1183.41
"기계","2009.10",1132.87
"기계","2009.11",1042.42
"기계","2009.12",1274.31
"기계","2010.01",1277.27
"기계","2010.02",1342.91
"기계","2010.03",1439.23
"기계","2010.04",1401.36
"기계","2010.05",1237.59
"기계","2010.06",1295.64
"기계","2010.07",1351.65
"기계","2010.08",1262.15
"기계","2010.09",1524.24
"기계","2010.10",1652.38
"기계","2010.11",1489.15
"기계","2010.12",1654.23
"기계","2011.01",1547.42
"기계","2011.02",1357.92
"기계","2011.03",1501.18
"기계","2011.04",1436.93
"기계","2011.05",1333.91
"기계","2011.06",1362.39
"기계","2011.07",1509.55
"기계","2011.08",1275.52
"기계","2011.09",1202.81
"기계","2011.10",1288.14
"기계","2011.11",1251.61
"기계","2011.12",1225.93
"기계","2012.01",1287.66
"기계","2012.02",1396.2
"기계","2012.03",1284.04
"기계","2012.04",1177.11
"기계","2012.05",1091.97
"기계","2012.06",1139.07
"기계","2012.07",1156.98
"기계","2012.08",1152.65
"기계","2012.09",1164.27
"기계","2012.10",999.59
"기계","2012.11",976.87
"기계","2012.12",1052.03
"기계","2013.01",1039.26
"기계","2013.02",1018.81
"기계","2013.03",1055.52
"기계","2013.04",998.91
"기계","2013.05",1062.4
"기계","2013.06",984.11
"기계","2013.07",1036.83
"기계","2013.08",1055.37
"기계","2013.09",1132.86
"기계","2013.10",1090.29
"기계","2013.11",1005.94
"기계","2013.12",962.83
"기계","2014.01",972.82
"기계","2014.02",970.81
"기계","2014.03",1032.24
"기계","2014.04",973.72
"기계","2014.05",987.67
"기계","2014.06",969.65
"기계","2014.07",973.36
"기계","2014.08",952.07
"기계","2014.09",891.5
"기계","2014.10",842.88
"기계","2014.11",823.55
"기계","2014.12",815.34
"기계","2015.01",827.63
"기계","2015.02",887.73
"기계","2015.03",869.33
"기계","2015.04",899.91
"기계","2015.05",849.58
"기계","2015.06",831.17
"기계","2015.07",798.49
"기계","2015.08",730.87
"기계","2015.09",737.23
"기계","2015.10",798.57
"기계","2015.11",851.7
"기계","2015.12",831.55
"기계","2016.01",796.62
