"지수종류별(1)","시점",데이터
"제조업","2000.01",1186.95
"제조업","2000.02",1051.13
"제조업","2000.03",1196.83
"제조업","2000.04",1017.99
"제조업","2000.05",979.88
"제조업","2000.06",1119.46
"제조업","2000.07",966.63
"제조업","2000.08",950.35
"제조업","2000.09",796.38
"제조업","2000.10",626.85
"제조업","2000.11",648.82
"제조업","2000.12",623.29
"제조업","2001.01",788.13
"제조업","2001.02",743.74
"제조업","2001.03",738.59
"제조업","2001.04",792.91
"제조업","2001.05",850.11
"제조업","2001.06",831.12
"제조업","2001.07",735.11
"제조업","2001.08",722.74
"제조업","2001.09",610.21
"제조업","2001.10",700.05
"제조업","2001.11",844.88
"제조업","2001.12",952.18
"제조업","2002.01",1049.91
"제조업","2002.02",1180.35
"제조업","2002.03",1309.74
"제조업","2002.04",1262.94
"제조업","2002.05",1157
"제조업","2002.06",1091.53
"제조업","2002.07",1066.44
"제조업","2002.08",1069.36
"제조업","2002.09",936.58
"제조업","2002.10",1015.16
"제조업","2002.11",1124.5
"제조업","2002.12",949.97
"제조업","2003.01",901.01
"제조업","2003.02",880.6
"제조업","2003.03",853.38
"제조업","2003.04",936.41
"제조업","2003.05",998.55
"제조업","2003.06",1078.66
"제조업","2003.07",1188.18
"제조업","2003.08",1266.7
"제조업","2003.09",1142.88
"제조업","2003.10",1315.14
"제조업","2003.11",1351.64
"제조업","2003.12",1387.78
"제조업","2004.01",1481.36
"제조업","2004.02",1534.92
"제조업","2004.03",1566.62
"제조업","2004.04",1523.14
"제조업","2004.05",1400.71
"제조업","2004.06",1374.85
"제조업","2004.07",1283.64
"제조업","2004.08",1376.19
"제조업","2004.09",1452.16
"제조업","2004.10",1423.38
"제조업","2004.11",1483.92
"제조업","2004.12",1510.51
"제조업","2005.01",1619.18
"제조업","2005.02",1769.11
"제조업","2005.03",1686.69
"제조업","2005.04",1568.91
"제조업","2005.05",1674.63
"제조업","2005.06",1718.95
"제조업","2005.07",1881.01
"제조업","2005.08",1863.4
"제조업","2005.09",2062.71
"제조업","2005.10",1936.36
"제조업","2005.11",2140.48
"제조업","2005.12",2273.7
"제조업","2006.01",2324.44
"제조업","2006.02",2278.8
"제조업","2006.03",2227.82
"제조업","2006.04",2276.44
"제조업","2006.05",2120.88
"제조업","2006.06",2087.32
"제조업","2006.07",2074.88
"제조업","2006.08",2209.62
"제조업","2006.09",2252.23
"제조업","2006.10",2200.02
"제조업","2006.11",2284.36
"제조업","2006.12",2263.96
"제조업","2007.01",2145.73
"제조업","2007.02",2230.75
"제조업","2007.03",2344.88
"제조업","2007.04",2502.55
"제조업","2007.05",2756.82
"제조업","2007.06",2885.73
"제조업","2007.07",3212.42
"제조업","2007.08",3138.38
"제조업","2007.09",3295.46
"제조업","2007.10",3452.09
"제조업","2007.11",3208.71
"제조업","2007.12",3119.6
"제조업","2008.01",2714.6
"제조업","2008.02",2917.51
"제조업","2008.03",2939.84
"제조업","2008.04",3137.59
"제조업","2008.05",3273.2
"제조업","2008.06",2941.58
"제조업","2008.07",2798.61
"제조업","2008.08",2507.7
"제조업","2008.09",2528.2
"제조업","2008.10",2004.68
"제조업","2008.11",1876.49
"제조업","2008.12",1940.65
"제조업","2009.01",2035.98
"제조업","2009.02",1926.16
"제조업","2009.03",2212.82
"제조업","2009.04",2504.95
"제조업","2009.05",2513.05
"제조업","2009.06",2511.77
"제조업","2009.07",2824.34
"제조업","2009.08",2946.05
"제조업","2009.09",3054.03
"제조업","2009.10",2862.02
"제조업","2009.11",2835.05
"제조업","2009.12",3157.55
"제조업","2010.01",2975.32
"제조업","2010.02",2964.05
"제조업","2010.03",3176.14
"제조업","2010.04",3333.15
"제조업","2010.05",3166.8
"제조업","2010.06",3271.74
"제조업","2010.07",3370.36
"제조업","2010.08",3346.82
"제조업","2010.09",3622.9
"제조업","2010.10",3667
"제조업","2010.11",3757.19
"제조업","2010.12",4062.32
"제조업","2011.01",4187.77
"제조업","2011.02",3951.28
"제조업","2011.03",4364.06
"제조업","2011.04",4603.2
"제조업","2011.05",4527.85
"제조업","2011.06",4361.97
"제조업","2011.07",4391.42
"제조업","2011.08",3803.64
"제조업","2011.09",3638.24
"제조업","2011.10",3959.09
"제조업","2011.11",3870.62
"제조업","2011.12",3866.52
"제조업","2012.01",4137.84
"제조업","2012.02",4334.59
"제조업","2012.03",4314.66
"제조업","2012.04",4367.87
"제조업","2012.05",4012.91
"제조업","2012.06",4005.25
"제조업","2012.07",4112.72
"제조업","2012.08",4089.73
"제조업","2012.09",4294.69
"제조업","2012.10",4087.7
"제조업","2012.11",4179.93
"제조업","2012.12",4325.41
"제조업","2013.01",4148.97
"제조업","2013.02",4327.31
"제조업","2013.03",4293.2
"제조업","2013.04",4198.1
"제조업","2013.05",4289.98
"제조업","2013.06",3962.26
"제조업","2013.07",4041.93
"제조업","2013.08",4140.41
"제조업","2013.09",4266.54
"제조업","2013.10",4342.44
"제조업","2013.11",4373.75
"제조업","2013.12",4204.21
"제조업","2014.01",4040.89
"제조업","2014.02",4123.43
"제조업","2014.03",4152.48
"제조업","2014.04",4095.94
"제조업","2014.05",4204.17
"제조업","2014.06",4173.9
"제조업","2014.07",4265.2
"제조업","2014.08",4142.74
"제조업","2014.09",3953.6
"제조업","2014.10",3854.01
"제조업","2014.11",3934.47
"제조업","2014.12",3873.57
"제조업","2015.01",3969.16
"제조업","2015.02",4045.28
"제조업","2015.03",4201.25
"제조업","2015.04",4335.93
"제조업","2015.05",4267.99
"제조업","2015.06",4136.6
"제조업","2015.07",3973.96
"제조업","2015.08",3796.05
"제조업","2015.09",3858.93
"제조업","2015.10",4102.56
"제조업","2015.11",4058.85
"제조업","2015.12",4023.15
"제조업","2016.01",3843.02
"제조업","2016.02",3888.82
"제조업","2016.03",4120.66
"제조업","2016.04",4081.57
"제조업","2016.05",4077.86
"제조업","2016.06",4171.32
"제조업","2016.07",4294.83
"제조업","2016.08",4328.11
"제조업","2016.09",4337.64
"제조업","2016.10",4241.92
"제조업","2016.11",4269.13
"제조업","2016.12",4449.94
"제조업","2017.01",4597.51
"제조업","2017.02",4614.94
"제조업","2017.03",4772.4
"제조업","2017.04",4886.2
"제조업","2017.05",5185.52
"제조업","2017.06",5346.93
"제조업","2017.07",5335.85
"제조업","2017.08",5315.28
"제조업","2017.09",5515.26
"제조업","2017.10",5837.07
"제조업","2017.11",5687.52
"제조업","2017.12",5648.76
"제조업","2018.01",5793.32
"제조업","2018.02",5565.65
"제조업","2018.03",5634
"제조업","2018.04",5836.45
"제조업","2018.05",5676.43
"제조업","2018.06",5389.21
"제조업","2018.07",5323.39
"제조업","2018.08",5449.32
"제조업","2018.09",5393.59
"제조업","2018.10",4629.03
"제조업","2018.11",4716.47
"제조업","2018.12",4579.62
"제조업","2019.01",5087.28
"제조업","2019.02",5037.85
"제조업","2019.03",4902.15
"제조업","2019.04",5097.73
"제조업","2019.05",4670.68
"제조업","2019.06",4945.3
"제조업","2019.07",4710.39
"제조업","2019.08",4606.33
"제조업","2019.09",4896.77
"제조업","2019.10",4971.85
"제조업","2019.11",4930.53
"제조업","2019.12",5273.05
"제조업","2020.01",5160.22
"제조업","2020.02",4893.83
"제조업","2020.03",4345.98
"제조업","2020.04",4741.91
"제조업","2020.05",4916.36
"제조업","2020.06",5195.26
"제조업","2020.07",5601.59
"제조업","2020.08",5753.98
"제조업","2020.09",5822.45
"제조업","2020.10",5669.15
"제조업","2020.11",6638.83
"제조업","2020.12",7548.59
"제조업","2021.01",7868.24
"제조업","2021.02",7915.1
"제조업","2021.03",7919.49
"제조업","2021.04",8055.23
"제조업","2021.05",8070.8
"제조업","2021.06",8261.35
"제조업","2021.07",8025.53
"제조업","2021.08",7973.65
"제조업","2021.09",7672.89
"제조업","2021.10",7370.66
"제조업","2021.11",7113.04
"제조업","2021.12",7591.6
"제조업","2022.01",6837.66
"제조업","2022.02",6801.86
"제조업","2022.03",6852.88
"제조업","2022.04",6785.91
"제조업","2022.05",6783.78
"제조업","2022.06",5921.57
"제조업","2022.07",6322.22
"제조업","2022.08",6411.54
"제조업","2022.09",5601.41
"제조업","2022.10",6118.59
"제조업","2022.11",6518.73
"제조업","2022.12",5761.9
"제조업","2023.01",6296.89
"제조업","2023.02",6307.1
"제조업","2023.03",6642.37
"제조업","2023.04",6738.24
"제조업","2023.05",7022.31
"제조업","2023.06",7028.33
"제조업","2023.07",7209.06
"제조업","2023.08",6915.7
"제조업","2023.09",6614.65
"제조업","2023.10",6078.81
"제조업","2023.11",6794.73
"제조업","2023.12",7137.38
"제조업","2024.01",6560.52
"제조업","2024.02",6915.09
"제조업","2024.03",7348.57
"제조업","2024.04",7186.79
"제조업","2024.05",7003.51
"제조업","2024.06",7538
"음식료품","2000.01",1140.02
"음식료품","2000.02",1064.9
"음식료품","2000.03",1074.09
"음식료품","2000.04",911.25
"음식료품","2000.05",771.48
"음식료품","2000.06",1024.68
"음식료품","2000.07",887.04
"음식료품","2000.08",877.24
"음식료품","2000.09",825.45
"음식료품","2000.10",730.19
"음식료품","2000.11",684.5
"음식료품","2000.12",628.81
"음식료품","2001.01",641.3
"음식료품","2001.02",702.25
"음식료품","2001.03",638.62
"음식료품","2001.04",670.51
"음식료품","2001.05",780.25
"음식료품","2001.06",775.52
"음식료품","2001.07",689.09
"음식료품","2001.08",706.82
"음식료품","2001.09",699.53
"음식료품","2001.10",726.35
"음식료품","2001.11",844.68
"음식료품","2001.12",916.05
"음식료품","2002.01",1106.75
"음식료품","2002.02",1170.24
"음식료품","2002.03",1314.03
"음식료품","2002.04",1227.54
"음식료품","2002.05",1203.81
"음식료품","2002.06",1146.33
"음식료품","2002.07",1153.57
"음식료품","2002.08",1121.56
"음식료품","2002.09",1044.7
"음식료품","2002.10",949.44
"음식료품","2002.11",1030.8
"음식료품","2002.12",884.43
"음식료품","2003.01",865.81
"음식료품","2003.02",823.61
"음식료품","2003.03",800.41
"음식료품","2003.04",927.08
"음식료품","2003.05",1050.57
"음식료품","2003.06",1063.45
"음식료품","2003.07",1129.74
"음식료품","2003.08",1084.16
"음식료품","2003.09",1042.28
"음식료품","2003.10",1192.9
"음식료품","2003.11",1211.77
"음식료품","2003.12",1266.36
"음식료품","2004.01",1301.41
"음식료품","2004.02",1273.45
"음식료품","2004.03",1258.5
"음식료품","2004.04",1334.9
"음식료품","2004.05",1218.45
"음식료품","2004.06",1275.49
"음식료품","2004.07",1191.67
"음식료품","2004.08",1230.37
"음식료품","2004.09",1360.78
"음식료품","2004.10",1308.89
"음식료품","2004.11",1408.52
"음식료품","2004.12",1492.57
"음식료품","2005.01",1533.89
"음식료품","2005.02",1646.74
"음식료품","2005.03",1665.17
"음식료품","2005.04",1626.85
"음식료품","2005.05",1660.67
"음식료품","2005.06",1732.02
"음식료품","2005.07",1795.42
"음식료품","2005.08",1722.94
"음식료품","2005.09",2016.43
"음식료품","2005.10",1983.89
"음식료품","2005.11",2301.65
"음식료품","2005.12",2322.15
"음식료품","2006.01",2370.65
"음식료품","2006.02",2461.8
"음식료품","2006.03",2425.7
"음식료품","2006.04",2457.77
"음식료품","2006.05",2274.88
"음식료품","2006.06",2157.11
"음식료품","2006.07",2149.66
"음식료품","2006.08",2150.47
"음식료품","2006.09",2265.44
"음식료품","2006.10",2259
"음식료품","2006.11",2379.51
"음식료품","2006.12",2484.6
"음식료품","2007.01",2333.44
"음식료품","2007.02",2256.17
"음식료품","2007.03",2335.82
"음식료품","2007.04",2502.75
"음식료품","2007.05",2670.09
"음식료품","2007.06",2776.41
"음식료품","2007.07",3084.55
"음식료품","2007.08",2961.24
"음식료품","2007.09",2932.33
"음식료품","2007.10",3233.27
"음식료품","2007.11",2955.29
"음식료품","2007.12",2901.99
"음식료품","2008.01",2549.59
"음식료품","2008.02",2631.49
"음식료품","2008.03",2464.98
"음식료품","2008.04",2570.32
"음식료품","2008.05",2701.87
"음식료품","2008.06",2651.89
"음식료품","2008.07",2510.1
"음식료품","2008.08",2381.23
"음식료품","2008.09",2169.39
"음식료품","2008.10",1765.64
"음식료품","2008.11",1830.82
"음식료품","2008.12",2023.66
"음식료품","2009.01",1872.43
"음식료품","2009.02",1721.79
"음식료품","2009.03",1814.9
"음식료품","2009.04",2034.66
"음식료품","2009.05",2053.96
"음식료품","2009.06",2014.48
"음식료품","2009.07",2117.89
"음식료품","2009.08",2093.69
"음식료품","2009.09",2284.67
"음식료품","2009.10",2268.04
"음식료품","2009.11",2318.23
"음식료품","2009.12",2375.77
"음식료품","2010.01",2251.79
"음식료품","2010.02",2209.87
"음식료품","2010.03",2312.44
"음식료품","2010.04",2306.32
"음식료품","2010.05",2341.78
"음식료품","2010.06",2436.02
"음식료품","2010.07",2471.99
"음식료품","2010.08",2385.82
"음식료품","2010.09",2540
"음식료품","2010.10",2451.67
"음식료품","2010.11",2466.33
"음식료품","2010.12",2531.42
"음식료품","2011.01",2452.03
"음식료품","2011.02",2376.33
"음식료품","2011.03",2617.26
"음식료품","2011.04",2771.47
"음식료품","2011.05",2824.6
"음식료품","2011.06",2859.93
"음식료품","2011.07",3181.74
"음식료품","2011.08",3087.71
"음식료품","2011.09",2727.13
"음식료품","2011.10",2952.47
"음식료품","2011.11",3008.13
"음식료품","2011.12",3103.3
"음식료품","2012.01",3122.05
"음식료품","2012.02",3194.71
"음식료품","2012.03",3219.19
"음식료품","2012.04",3397.75
"음식료품","2012.05",3300.4
"음식료품","2012.06",3314.29
"음식료품","2012.07",3187.09
"음식료품","2012.08",3364.06
"음식료품","2012.09",3572.1
"음식료품","2012.10",3833.26
"음식료품","2012.11",3832.46
"음식료품","2012.12",3896.71
"음식료품","2013.01",3954.15
"음식료품","2013.02",4158.99
"음식료품","2013.03",4222.37
"음식료품","2013.04",4519.91
"음식료품","2013.05",4100.49
"음식료품","2013.06",3707.84
"음식료품","2013.07",3855.91
"음식료품","2013.08",3588.17
"음식료품","2013.09",3812.58
"음식료품","2013.10",3805.82
"음식료품","2013.11",3725.31
"음식료품","2013.12",3872.73
"음식료품","2014.01",3809.1
"음식료품","2014.02",3913.63
"음식료품","2014.03",3908.37
"음식료품","2014.04",4028.74
"음식료품","2014.05",4155.19
"음식료품","2014.06",4332.4
"음식료품","2014.07",4430.25
"음식료품","2014.08",4667.82
"음식료품","2014.09",4774.29
"음식료품","2014.10",4548.22
"음식료품","2014.11",4455.14
"음식료품","2014.12",4212.51
"음식료품","2015.01",4544.54
"음식료품","2015.02",4615.31
"음식료품","2015.03",4991.14
"음식료품","2015.04",5347.88
"음식료품","2015.05",5571.72
"음식료품","2015.06",5601.93
"음식료품","2015.07",5736.31
"음식료품","2015.08",5631.31
"음식료품","2015.09",5587.73
"음식료품","2015.10",5331.48
"음식료품","2015.11",5507.7
"음식료품","2015.12",5736.92
"음식료품","2016.01",5943.88
"음식료품","2016.02",5312.13
"음식료품","2016.03",5114.18
"음식료품","2016.04",5072.76
"음식료품","2016.05",5080.92
"음식료품","2016.06",4831.31
"음식료품","2016.07",4699.5
"음식료품","2016.08",4285.91
"음식료품","2016.09",4453.64
"음식료품","2016.10",4183.62
"음식료품","2016.11",4270.55
"음식료품","2016.12",4141.12
"음식료품","2017.01",4156.8
"음식료품","2017.02",4373.78
"음식료품","2017.03",4310.67
"음식료품","2017.04",4371.32
"음식료품","2017.05",4818.24
"음식료품","2017.06",4554.02
"음식료품","2017.07",4469.83
"음식료품","2017.08",4428.05
"음식료품","2017.09",4240.81
"음식료품","2017.10",4431.02
"음식료품","2017.11",4441.53
"음식료품","2017.12",4364.77
"음식료품","2018.01",4519.07
"음식료품","2018.02",4208.97
"음식료품","2018.03",4273.76
"음식료품","2018.04",4451.48
"음식료품","2018.05",4436.98
"음식료품","2018.06",4628.44
"음식료품","2018.07",4332.49
"음식료품","2018.08",4063.7
"음식료품","2018.09",4077.32
"음식료품","2018.10",3665.33
"음식료품","2018.11",3961.63
"음식료품","2018.12",3960.01
"음식료품","2019.01",4047.11
"음식료품","2019.02",4014.01
"음식료품","2019.03",4050.36
"음식료품","2019.04",3991.86
"음식료품","2019.05",3645.13
"음식료품","2019.06",3740.9
"음식료품","2019.07",3450.11
"음식료품","2019.08",3251.38
"음식료품","2019.09",3453.54
"음식료품","2019.10",3410.15
"음식료품","2019.11",3431.14
"음식료품","2019.12",3480.12
"음식료품","2020.01",3295.05
"음식료품","2020.02",3178.68
"음식료품","2020.03",3050.78
"음식료품","2020.04",3580.69
"음식료품","2020.05",3829.5
"음식료품","2020.06",3991.31
"음식료품","2020.07",4151.47
"음식료품","2020.08",4206.7
"음식료품","2020.09",3962.3
"음식료품","2020.10",3632.83
"음식료품","2020.11",3785.52
"음식료품","2020.12",3940.15
"음식료품","2021.01",4006.58
"음식료품","2021.02",4065.58
"음식료품","2021.03",4209.34
"음식료품","2021.04",4140.29
"음식료품","2021.05",4643.08
"음식료품","2021.06",4505.55
"음식료품","2021.07",4429.2
"음식료품","2021.08",4298.1
"음식료품","2021.09",4093.83
"음식료품","2021.10",4013.68
"음식료품","2021.11",3551.91
"음식료품","2021.12",3826.86
"음식료품","2022.01",3630.62
"음식료품","2022.02",3781.33
"음식료품","2022.03",3848.52
"음식료품","2022.04",4074.08
"음식료품","2022.05",3943.06
"음식료품","2022.06",3684.11
"음식료품","2022.07",3736.33
"음식료품","2022.08",3794.48
"음식료품","2022.09",3688.26
"음식료품","2022.10",3590.81
"음식료품","2022.11",3735.22
"음식료품","2022.12",3847.06
"음식료품","2023.01",3749.78
"음식료품","2023.02",3677.03
"음식료품","2023.03",3703.65
"음식료품","2023.04",3728.94
"음식료품","2023.05",3678.93
"음식료품","2023.06",3395.55
"음식료품","2023.07",3288.02
"음식료품","2023.08",3608.24
"음식료품","2023.09",3643.34
"음식료품","2023.10",3528.17
"음식료품","2023.11",3623.83
"음식료품","2023.12",3695.74
"음식료품","2024.01",3387.05
"음식료품","2024.02",3360.65
"음식료품","2024.03",3395.23
"음식료품","2024.04",3710.54
"음식료품","2024.05",4138.31
"음식료품","2024.06",4616.34
"섬유의복","2000.01",355.4
"섬유의복","2000.02",350.45
"섬유의복","2000.03",375.93
"섬유의복","2000.04",313.76
"섬유의복","2000.05",250.99
"섬유의복","2000.06",259.71
"섬유의복","2000.07",248.88
"섬유의복","2000.08",275.08
"섬유의복","2000.09",271.78
"섬유의복","2000.10",231.31
"섬유의복","2000.11",238.4
"섬유의복","2000.12",200.56
"섬유의복","2001.01",250.03
"섬유의복","2001.02",272.56
"섬유의복","2001.03",248.46
"섬유의복","2001.04",240.92
"섬유의복","2001.05",299.64
"섬유의복","2001.06",292.92
"섬유의복","2001.07",268.89
"섬유의복","2001.08",242.98
"섬유의복","2001.09",199.8
"섬유의복","2001.10",225.28
"섬유의복","2001.11",240.89
"섬유의복","2001.12",230.45
"섬유의복","2002.01",274.04
"섬유의복","2002.02",281.6
"섬유의복","2002.03",306.95
"섬유의복","2002.04",288.68
"섬유의복","2002.05",306.32
"섬유의복","2002.06",209.08
"섬유의복","2002.07",204.67
"섬유의복","2002.08",193.15
"섬유의복","2002.09",155.86
"섬유의복","2002.10",169.43
"섬유의복","2002.11",168.46
"섬유의복","2002.12",132.77
"섬유의복","2003.01",111.94
"섬유의복","2003.02",116.22
"섬유의복","2003.03",95.57
"섬유의복","2003.04",94.82
"섬유의복","2003.05",99.3
"섬유의복","2003.06",99.24
"섬유의복","2003.07",94.48
"섬유의복","2003.08",91.57
"섬유의복","2003.09",85.18
"섬유의복","2003.10",80.37
"섬유의복","2003.11",86.77
"섬유의복","2003.12",90.2
"섬유의복","2004.01",87.67
"섬유의복","2004.02",87.14
"섬유의복","2004.03",82.87
"섬유의복","2004.04",83.46
"섬유의복","2004.05",75.89
"섬유의복","2004.06",74.56
"섬유의복","2004.07",70.23
"섬유의복","2004.08",72.56
"섬유의복","2004.09",76.68
"섬유의복","2004.10",72.23
"섬유의복","2004.11",72.78
"섬유의복","2004.12",70.47
"섬유의복","2005.01",78.18
"섬유의복","2005.02",89.12
"섬유의복","2005.03",90.36
"섬유의복","2005.04",92
"섬유의복","2005.05",91.26
"섬유의복","2005.06",96.4
"섬유의복","2005.07",105.76
"섬유의복","2005.08",97.48
"섬유의복","2005.09",121.07
"섬유의복","2005.10",134.48
"섬유의복","2005.11",155.97
"섬유의복","2005.12",166.75
"섬유의복","2006.01",179.63
"섬유의복","2006.02",178.5
"섬유의복","2006.03",179.2
"섬유의복","2006.04",180.82
"섬유의복","2006.05",170.12
"섬유의복","2006.06",169.19
"섬유의복","2006.07",158.99
"섬유의복","2006.08",160.31
"섬유의복","2006.09",165.38
"섬유의복","2006.10",166.75
"섬유의복","2006.11",183.52
"섬유의복","2006.12",189.97
"섬유의복","2007.01",179.28
"섬유의복","2007.02",178.09
"섬유의복","2007.03",185.9
"섬유의복","2007.04",206.3
"섬유의복","2007.05",223.18
"섬유의복","2007.06",228.19
"섬유의복","2007.07",258.35
"섬유의복","2007.08",248.47
"섬유의복","2007.09",242.99
"섬유의복","2007.10",238.24
"섬유의복","2007.11",224.94
"섬유의복","2007.12",217.37
"섬유의복","2008.01",188.68
"섬유의복","2008.02",187.69
"섬유의복","2008.03",186.01
"섬유의복","2008.04",198.58
"섬유의복","2008.05",200.83
"섬유의복","2008.06",191.29
"섬유의복","2008.07",185.08
"섬유의복","2008.08",172.31
"섬유의복","2008.09",159.4
"섬유의복","2008.10",110.32
"섬유의복","2008.11",112.45
"섬유의복","2008.12",117.95
"섬유의복","2009.01",118.21
"섬유의복","2009.02",108.07
"섬유의복","2009.03",123.01
"섬유의복","2009.04",151.36
"섬유의복","2009.05",160.8
"섬유의복","2009.06",158.68
"섬유의복","2009.07",176.73
"섬유의복","2009.08",170.47
"섬유의복","2009.09",169.67
"섬유의복","2009.10",170.72
"섬유의복","2009.11",160.93
"섬유의복","2009.12",174.7
"섬유의복","2010.01",161.71
"섬유의복","2010.02",165.9
"섬유의복","2010.03",175.95
"섬유의복","2010.04",172.67
"섬유의복","2010.05",169.92
"섬유의복","2010.06",181.33
"섬유의복","2010.07",185.37
"섬유의복","2010.08",190.02
"섬유의복","2010.09",195.74
"섬유의복","2010.10",202.99
"섬유의복","2010.11",197.56
"섬유의복","2010.12",201.46
"섬유의복","2011.01",201.73
"섬유의복","2011.02",193.58
"섬유의복","2011.03",206.62
"섬유의복","2011.04",216.75
"섬유의복","2011.05",231.77
"섬유의복","2011.06",237.98
"섬유의복","2011.07",254.63
"섬유의복","2011.08",246.01
"섬유의복","2011.09",208.26
"섬유의복","2011.10",221.63
"섬유의복","2011.11",222.8
"섬유의복","2011.12",222.74
"섬유의복","2012.01",236.89
"섬유의복","2012.02",239.6
"섬유의복","2012.03",229.18
"섬유의복","2012.04",219.27
"섬유의복","2012.05",192.85
"섬유의복","2012.06",183.94
"섬유의복","2012.07",174.59
"섬유의복","2012.08",200.79
"섬유의복","2012.09",207.63
"섬유의복","2012.10",203.82
"섬유의복","2012.11",209.38
"섬유의복","2012.12",211.37
"섬유의복","2013.01",198.51
"섬유의복","2013.02",212.84
"섬유의복","2013.03",227.83
"섬유의복","2013.04",244.61
"섬유의복","2013.05",245.11
"섬유의복","2013.06",225.73
"섬유의복","2013.07",227.65
"섬유의복","2013.08",210.92
"섬유의복","2013.09",226.83
"섬유의복","2013.10",232.7
"섬유의복","2013.11",245.01
"섬유의복","2013.12",243.98
"섬유의복","2014.01",238.7
"섬유의복","2014.02",241.82
"섬유의복","2014.03",250.92
"섬유의복","2014.04",249.14
"섬유의복","2014.05",258.35
"섬유의복","2014.06",265.24
"섬유의복","2014.07",268.45
"섬유의복","2014.08",299.22
"섬유의복","2014.09",329.86
"섬유의복","2014.10",332.51
"섬유의복","2014.11",314.52
"섬유의복","2014.12",402.3
"섬유의복","2015.01",358.46
"섬유의복","2015.02",415.21
"섬유의복","2015.03",395.58
"섬유의복","2015.04",423.28
"섬유의복","2015.05",482.42
"섬유의복","2015.06",453.51
"섬유의복","2015.07",442.59
"섬유의복","2015.08",464.67
"섬유의복","2015.09",398.65
"섬유의복","2015.10",398.24
"섬유의복","2015.11",386.74
"섬유의복","2015.12",377.35
"섬유의복","2016.01",380.9
"섬유의복","2016.02",382.09
"섬유의복","2016.03",377.55
"섬유의복","2016.04",375.85
"섬유의복","2016.05",345.21
"섬유의복","2016.06",329.24
"섬유의복","2016.07",315.36
"섬유의복","2016.08",296.14
"섬유의복","2016.09",310.02
"섬유의복","2016.10",298.94
"섬유의복","2016.11",286.61
"섬유의복","2016.12",291.15
"섬유의복","2017.01",277.49
"섬유의복","2017.02",282.6
"섬유의복","2017.03",281.8
"섬유의복","2017.04",290.9
"섬유의복","2017.05",312.24
"섬유의복","2017.06",304.72
"섬유의복","2017.07",304.78
"섬유의복","2017.08",296.83
"섬유의복","2017.09",281.13
"섬유의복","2017.10",287.26
"섬유의복","2017.11",306.32
"섬유의복","2017.12",294.92
"섬유의복","2018.01",307.05
"섬유의복","2018.02",279.95
"섬유의복","2018.03",285.77
"섬유의복","2018.04",298.91
"섬유의복","2018.05",307.39
"섬유의복","2018.06",312.88
"섬유의복","2018.07",298.93
"섬유의복","2018.08",327.5
"섬유의복","2018.09",320.06
"섬유의복","2018.10",257.27
"섬유의복","2018.11",259.91
"섬유의복","2018.12",253.51
"섬유의복","2019.01",267.78
"섬유의복","2019.02",286.28
"섬유의복","2019.03",312.5
"섬유의복","2019.04",318.99
"섬유의복","2019.05",292.8
"섬유의복","2019.06",298.43
"섬유의복","2019.07",285.99
"섬유의복","2019.08",266.49
"섬유의복","2019.09",285.42
"섬유의복","2019.10",282.12
"섬유의복","2019.11",287.74
"섬유의복","2019.12",289.14
"섬유의복","2020.01",259.04
"섬유의복","2020.02",232.81
"섬유의복","2020.03",197.62
"섬유의복","2020.04",234.95
"섬유의복","2020.05",244.44
"섬유의복","2020.06",232.35
"섬유의복","2020.07",222.92
"섬유의복","2020.08",251.55
"섬유의복","2020.09",245.83
"섬유의복","2020.10",243.69
"섬유의복","2020.11",248.76
"섬유의복","2020.12",254.64
"섬유의복","2021.01",267.45
"섬유의복","2021.02",314.22
"섬유의복","2021.03",315.45
"섬유의복","2021.04",378.35
"섬유의복","2021.05",401.65
"섬유의복","2021.06",436.01
"섬유의복","2021.07",433.36
"섬유의복","2021.08",473.83
"섬유의복","2021.09",460.64
"섬유의복","2021.10",514.99
"섬유의복","2021.11",471.26
"섬유의복","2021.12",518.08
"섬유의복","2022.01",464.32
"섬유의복","2022.02",493.89
"섬유의복","2022.03",458.7
"섬유의복","2022.04",448.55
"섬유의복","2022.05",444.99
"섬유의복","2022.06",392.43
"섬유의복","2022.07",423.56
"섬유의복","2022.08",409.27
"섬유의복","2022.09",380.09
"섬유의복","2022.10",401.49
"섬유의복","2022.11",422.1
"섬유의복","2022.12",400.1
"섬유의복","2023.01",420.1
"섬유의복","2023.02",404.58
"섬유의복","2023.03",402.3
"섬유의복","2023.04",406.74
"섬유의복","2023.05",381.25
"섬유의복","2023.06",368.63
"섬유의복","2023.07",315.9
"섬유의복","2023.08",317.1
"섬유의복","2023.09",328.89
"섬유의복","2023.10",299.67
"섬유의복","2023.11",287.15
"섬유의복","2023.12",291.78
"섬유의복","2024.01",257.53
"섬유의복","2024.02",260.64
"섬유의복","2024.03",260.7
"섬유의복","2024.04",252.48
"섬유의복","2024.05",254.79
"섬유의복","2024.06",238.63
"종이목재","2000.01",381.45
"종이목재","2000.02",327.25
"종이목재","2000.03",354.76
"종이목재","2000.04",305.77
"종이목재","2000.05",230.29
"종이목재","2000.06",234.32
"종이목재","2000.07",222.84
"종이목재","2000.08",238.42
"종이목재","2000.09",236.46
"종이목재","2000.10",200.55
"종이목재","2000.11",190.6
"종이목재","2000.12",174.64
"종이목재","2001.01",195.92
"종이목재","2001.02",199.58
"종이목재","2001.03",181.2
